judgment	cosine_similarity
4.0	0.9142478704452515
4.0	0.9398276805877686
3.0	0.9384722113609314
3.0	0.9390697479248047
4.0	0.9671037793159485
4.0	0.961658775806427
4.0	0.8583413362503052
4.0	0.9833776950836182
4.0	0.8405338525772095
4.0	0.947090744972229
4.0	0.9794622659683228
4.0	0.981202244758606
4.0	0.9459317922592163
4.0	0.8900341987609863
4.0	0.9699944257736206
4.0	0.954237699508667
4.0	0.9474154710769653
4.0	0.976481556892395
4.0	0.8453980684280396
4.0	0.8656944632530212
4.0	0.9536268711090088
4.0	0.9721881151199341
4.0	0.9746952056884766
4.0	0.9405835866928101
4.0	0.9755078554153442
4.0	0.9761715531349182
4.0	0.9378566145896912
4.0	0.9294316172599792
4.0	0.9868311285972595
4.0	0.9248397350311279
4.0	0.9825579524040222
4.0	0.9314460754394531
4.0	0.9683648347854614
4.0	0.9305309653282166
4.0	0.9175009727478027
4.0	0.9560266733169556
4.0	0.9071237444877625
4.0	0.9576451778411865
4.0	0.9631822109222412
4.0	0.9641596078872681
4.0	0.9633284211158752
4.0	0.9578065872192383
4.0	0.9132131338119507
4.0	0.9657711386680603
4.0	0.9656356573104858
4.0	0.9701447486877441
4.0	0.911388099193573
4.0	0.9250835180282593
4.0	0.9501073360443115
4.0	0.9364845752716064
4.0	0.9793955087661743
4.0	0.9778448939323425
4.0	0.9811554551124573
4.0	0.8356521129608154
4.0	0.9163185358047485
4.0	0.9618821740150452
4.0	0.9612890481948853
4.0	0.9752269387245178
4.0	0.96103835105896
4.0	0.9584895372390747
4.0	0.8595547676086426
4.0	0.9713640213012695
4.0	0.9255666732788086
4.0	0.9916989207267761
4.0	0.9488337635993958
4.0	0.9793973565101624
4.0	0.9324523210525513
4.0	0.9648664593696594
4.0	0.9264857769012451
4.0	0.8761910200119019
4.0	0.9718058109283447
4.0	0.9271648526191711
4.0	0.9501825571060181
4.0	0.9747216701507568
4.0	0.8932521343231201
4.0	0.9322810173034668
4.0	0.9332983493804932
4.0	0.9563900828361511
4.0	0.9686155319213867
4.0	0.9775313138961792
4.0	0.9793973565101624
4.0	0.9806859493255615
4.0	0.9536268711090088
3.0	0.9175009727478027
4.0	0.9305309653282166
4.0	0.9700150489807129
3.0	0.9324523210525513
4.0	0.9580049514770508
4.0	0.9930652379989624
4.0	0.9694548845291138
4.0	0.9460126161575317
3.0	0.9322810173034668
4.0	0.911388099193573
4.0	0.8431751728057861
4.0	0.9699944257736206
4.0	0.9789084196090698
4.0	0.9425463676452637
4.0	0.8986091017723083
4.0	0.9592092037200928
4.0	0.9710914492607117
4.0	0.9794622659683228
4.0	0.9775533080101013
4.0	0.9671037793159485
4.0	0.9142478704452515
3.0	0.9885756969451904
4.0	0.7934868335723877
4.0	0.9474154710769653
4.0	0.9721125364303589
4.0	0.9248397350311279
3.0	0.9492455720901489
3.0	0.9047760367393494
4.0	0.9264569282531738
3.0	0.9283043146133423
4.0	0.955235481262207
3.0	0.9657191038131714
3.0	0.9499646425247192
4.0	0.9755078554153442
3.0	0.9364845752716064
2.0	0.9536935687065125
3.0	0.9821351766586304
4.0	0.9284617900848389
4.0	0.9501073360443115
4.0	0.975419282913208
3.0	0.9755716919898987
3.0	0.9269241094589233
3.0	0.892368495464325
4.0	0.9641596078872681
4.0	0.9746952056884766
3.0	0.9188183546066284
4.0	0.981344997882843
4.0	0.8656944632530212
4.0	0.9325683116912842
3.0	0.8595547676086426
4.0	0.9534533023834229
3.0	0.9071237444877625
4.0	0.9332983493804932
4.0	0.9364508390426636
4.0	0.9778448939323425
4.0	0.9631822109222412
3.0	0.9548585414886475
3.0	0.9132131338119507
4.0	0.9488337635993958
3.0	0.9616968631744385
4.0	0.9615848064422607
4.0	0.9825579524040222
4.0	0.955150842666626
4.0	0.9604079723358154
4.0	0.8915923237800598
4.0	0.9835866689682007
4.0	0.8411381244659424
3.0	0.9748514294624329
4.0	0.916748046875
4.0	0.9767586588859558
4.0	0.8947457075119019
3.0	0.9844802618026733
4.0	0.9527672529220581
4.0	0.9731878638267517
4.0	0.9648664593696594
4.0	0.965263843536377
4.0	0.9764183759689331
4.0	0.958302915096283
4.0	0.932621955871582
4.0	0.9752269387245178
3.0	0.9923337697982788
4.0	0.9536268711090088
4.0	0.6734932661056519
3.0	0.9608193635940552
4.0	0.9616152048110962
4.0	0.9739983081817627
4.0	0.9707292318344116
4.0	0.9565997123718262
4.0	0.8405338525772095
4.0	0.9718058109283447
4.0	0.9314460754394531
4.0	0.9624863862991333
4.0	0.9200182557106018
4.0	0.9806859493255615
4.0	0.8986091017723083
4.0	0.9671037793159485
4.0	0.9384722113609314
4.0	0.9822522401809692
4.0	0.9775313138961792
4.0	0.8411381244659424
4.0	0.9699944257736206
4.0	0.9047760367393494
4.0	0.9648664593696594
4.0	0.9774806499481201
4.0	0.9572626352310181
4.0	0.955235481262207
2.0	0.9811554551124573
4.0	0.9821351766586304
4.0	0.9746952056884766
4.0	0.9474154710769653
4.0	0.9761715531349182
4.0	0.964465320110321
4.0	0.9731878638267517
4.0	0.9132131338119507
4.0	0.9767586588859558
2.0	0.9446276426315308
4.0	0.9567376375198364
4.0	0.9644582271575928
4.0	0.9398276805877686
4.0	0.976481556892395
4.0	0.7901948690414429
4.0	0.9532808065414429
4.0	0.9775533080101013
4.0	0.9576451778411865
4.0	0.9535813331604004
4.0	0.9560266733169556
4.0	0.9305309653282166
4.0	0.947090744972229
4.0	0.965828001499176
4.0	0.965263843536377
4.0	0.9463568925857544
2.0	0.9672727584838867
4.0	0.9747216701507568
4.0	0.9713640213012695
4.0	0.9616968631744385
4.0	0.9773755669593811
4.0	0.975419282913208
4.0	0.9269241094589233
4.0	0.8900341987609863
4.0	0.9474377632141113
2.0	0.9678523540496826
4.0	0.9284617900848389
4.0	0.9008013010025024
4.0	0.9748514294624329
4.0	0.8583413362503052
4.0	0.9465078115463257
4.0	0.9833776950836182
4.0	0.959774374961853
4.0	0.9071237444877625
3.0	0.9324523210525513
4.0	0.8907452821731567
4.0	0.9930652379989624
4.0	0.9633284211158752
4.0	0.9716405868530273
4.0	0.9248397350311279
4.0	0.958302915096283
4.0	0.9395115375518799
4.0	0.9564985036849976
4.0	0.9264857769012451
4.0	0.9593893885612488
4.0	0.8761910200119019
4.0	0.9789084196090698
4.0	0.9844802618026733
4.0	0.9774806499481201
4.0	0.9284617900848389
4.0	0.9811554551124573
4.0	0.9253659248352051
4.0	0.9008013010025024
4.0	0.9264569282531738
4.0	0.9700150489807129
4.0	0.9188183546066284
4.0	0.9567899703979492
4.0	0.9377281069755554
4.0	0.9699944257736206
4.0	0.9047760367393494
4.0	0.9390697479248047
4.0	0.966733455657959
4.0	0.9565997123718262
4.0	0.9656356573104858
4.0	0.8405338525772095
4.0	0.9678523540496826
4.0	0.9631822109222412
4.0	0.9718058109283447
4.0	0.9020925760269165
4.0	0.9255666732788086
4.0	0.9460126161575317
4.0	0.9746952056884766
4.0	0.9747216701507568
4.0	0.9710914492607117
4.0	0.9707292318344116
4.0	0.8595547676086426
4.0	0.9564985036849976
4.0	0.9752269387245178
4.0	0.9560266733169556
4.0	0.8986091017723083
4.0	0.9593893885612488
4.0	0.9626170992851257
4.0	0.9271648526191711
4.0	0.955528736114502
4.0	0.9671037793159485
4.0	0.9776090383529663
4.0	0.9713640213012695
4.0	0.9748514294624329
4.0	0.975387454032898
4.0	0.9384722113609314
4.0	0.9534533023834229
4.0	0.9672727584838867
4.0	0.9459317922592163
4.0	0.9463568925857544
4.0	0.9364508390426636
4.0	0.9532808065414429
4.0	0.9755078554153442
4.0	0.9745081067085266
4.0	0.9576451778411865
4.0	0.9200182557106018
4.0	0.955150842666626
4.0	0.9612890481948853
4.0	0.9833776950836182
4.0	0.96103835105896
4.0	0.65668123960495
4.0	0.8583413362503052
4.0	0.9806047677993774
4.0	0.9883326292037964
4.0	0.8932521343231201
4.0	0.9314460754394531
4.0	0.9163185358047485
4.0	0.9465078115463257
4.0	0.9657711386680603
4.0	0.9395115375518799
4.0	0.7934868335723877
4.0	0.9294316172599792
4.0	0.8411381244659424
4.0	0.955235481262207
4.0	0.976481556892395
4.0	0.9435277581214905
4.0	0.938233494758606
4.0	0.981202244758606
4.0	0.9739983081817627
4.0	0.961658775806427
4.0	0.9492455720901489
4.0	0.9332983493804932
4.0	0.9806859493255615
4.0	0.9778448939323425
4.0	0.9775313138961792
4.0	0.9461523294448853
3.0	0.9618944525718689
3.0	0.9635900855064392
4.0	0.9647256731987
4.0	0.9773924350738525
3.0	0.9649538993835449
3.0	0.9484889507293701
3.0	0.9241758584976196
4.0	0.955817461013794
4.0	0.9732922911643982
3.0	0.9648220539093018
4.0	0.9482128620147705
3.0	0.982414960861206
4.0	0.9696418046951294
3.0	0.8864427804946899
4.0	0.9866024255752563
4.0	0.9767988920211792
3.0	0.967766284942627
3.0	0.9792982935905457
3.0	0.9434027075767517
3.0	0.9575890302658081
4.0	0.9522401094436646
4.0	0.9503492116928101
4.0	0.9443873763084412
3.0	0.9484889507293701
4.0	0.9241758584976196
4.0	0.929227352142334
4.0	0.9709378480911255
4.0	0.9739483594894409
4.0	0.8986280560493469
4.0	0.9709378480911255
4.0	0.9233540892601013
4.0	0.9753915071487427
4.0	0.972357988357544
4.0	0.9093395471572876
4.0	0.9423112273216248
4.0	0.9434027075767517
4.0	0.9758861064910889
4.0	0.9461523294448853
4.0	0.9443873763084412
4.0	0.9757845401763916
4.0	0.9522401094436646
4.0	0.9767988920211792
4.0	0.9377756118774414
4.0	0.9647256731987
4.0	0.9792982935905457
4.0	0.9635900855064392
4.0	0.9482128620147705
4.0	0.9547433853149414
4.0	0.9583786129951477
4.0	0.955817461013794
4.0	0.948921263217926
4.0	0.9767988920211792
4.0	0.929227352142334
4.0	0.948921263217926
4.0	0.9498244524002075
4.0	0.9753915071487427
4.0	0.9482128620147705
4.0	0.9385963678359985
4.0	0.9757845401763916
4.0	0.9642802476882935
4.0	0.9866024255752563
4.0	0.9430053234100342
4.0	0.9357723593711853
4.0	0.9770655632019043
4.0	0.9648220539093018
4.0	0.9647256731987
4.0	0.9434027075767517
4.0	0.9390921592712402
4.0	0.9583786129951477
4.0	0.9503492116928101
4.0	0.9866195917129517
4.0	0.967766284942627
4.0	0.8864427804946899
4.0	0.9696418046951294
4.0	0.9547433853149414
