lemma	identifier1	identifier2	judgment	cosine_similarity
attack	fic_1824_7211.txt-3045-8	fic_1856_2470.txt-7252-13	4.0	0.8509951233863831
attack	fic_1824_7211.txt-3045-8	mag_1828_553929.txt-364-34	3.0	0.5249142050743103
attack	fic_1824_7211.txt-3045-8	mag_1854_555935.txt-131-30	4.0	0.5620293617248535
attack	fic_1824_7212.txt-597-16	fic_1844_3928.txt-3118-8	4.0	0.908896803855896
attack	fic_1824_7212.txt-597-16	mag_1828_553929.txt-364-34	2.6666666666666665	0.5443912744522095
attack	fic_1827_2832.txt-890-31	news_1967_726451.txt-39-2	4.0	0.873310923576355
attack	fic_1827_2832.txt-890-31	news_1991_612479.txt-40-20	3.0	0.6904240846633911
attack	fic_1827_9759.txt-3739-20	fic_1838_7086.txt-2732-33	3.5	0.44859468936920166
attack	fic_1827_9759.txt-3739-20	fic_1982_780070.txt-3698-5	2.5	0.7929717898368835
attack	fic_1827_9759.txt-3739-20	mag_1828_553929.txt-364-34	4.0	0.9192696213722229
attack	fic_1831_7210.txt-1507-8	fic_1856_2470.txt-7252-13	4.0	0.7698996067047119
attack	fic_1831_7210.txt-1507-8	fic_1968_781997.txt-4233-2	4.0	0.8408639430999756
attack	fic_1831_7210.txt-1507-8	mag_1828_553929.txt-364-34	3.5	0.650153398513794
attack	fic_1831_7210.txt-1507-8	news_1989_669714.txt-32-21	4.0	0.8315565586090088
attack	fic_1833_7239.txt-1694-15	fic_1838_7086.txt-2732-33	4.0	0.9301296472549438
attack	fic_1833_7239.txt-1694-15	mag_1846_555400.txt-243-7	3.0	0.5476489067077637
attack	fic_1833_7239.txt-1694-15	news_1991_612479.txt-40-20	3.0	0.8070473074913025
attack	fic_1833_7239.txt-1694-15	news_2001_661977.txt-17-13	2.0	0.5555925369262695
attack	fic_1833_7239.txt-1694-15	nf_1840_768793.txt-1045-33	4.0	0.8857582807540894
attack	fic_1833_7239.txt-1694-15	nf_1845_747928.txt-826-66	2.0	0.8607233762741089
attack	fic_1834_2652.txt-2410-34	mag_1828_553929.txt-364-34	2.5	0.8164585828781128
attack	fic_1834_2652.txt-2410-34	news_1982_671107.txt-19-96	4.0	0.6815999150276184
attack	fic_1834_2652.txt-5065-36	mag_1828_553929.txt-364-34	2.75	0.5438624620437622
attack	fic_1834_2652.txt-5065-36	mag_1845_555245.txt-299-1	3.0	0.555493950843811
attack	fic_1835_7016.txt-2023-9	fic_1838_7086.txt-2732-33	3.75	0.6768785715103149
attack	fic_1835_7016.txt-2023-9	mag_1846_555400.txt-243-7	3.0	0.4535290002822876
attack	fic_1835_7016.txt-2023-9	news_1991_612479.txt-40-20	3.0	0.6985645294189453
attack	fic_1835_7134.txt-2235-79	mag_1828_553929.txt-364-34	2.6	0.5564783811569214
attack	fic_1835_7134.txt-2235-79	mag_1845_555245.txt-299-1	3.3333333333333335	0.5630574226379395
attack	fic_1835_7142.txt-807-41	mag_1828_553929.txt-364-34	3.0	0.5177981853485107
attack	fic_1835_7142.txt-807-41	mag_1845_555245.txt-299-1	3.5	0.5235047340393066
attack	fic_1835_7172.txt-6030-11	fic_1856_2470.txt-7252-13	4.0	0.930262565612793
attack	fic_1835_7172.txt-6030-11	mag_1828_553929.txt-364-34	3.0	0.5040900707244873
attack	fic_1835_7309.txt-3267-10	fic_1845_7170.txt-4861-9	3.0	0.5497583150863647
attack	fic_1835_7309.txt-3267-10	fic_1853_9142.txt-2686-17	1.0	0.5673249959945679
attack	fic_1835_7309.txt-3267-10	news_1991_612479.txt-40-20	3.0	0.7491477131843567
attack	fic_1838_7085.txt-2157-17	fic_1858_1282.txt-1444-24	2.0	0.5044835805892944
attack	fic_1838_7085.txt-2157-17	fic_2009_36778.txt-461-18	3.0	0.3969373106956482
attack	fic_1838_7085.txt-2157-17	mag_1828_553929.txt-364-34	3.0	0.5922834873199463
attack	fic_1838_7085.txt-2157-17	mag_2007_387325.txt-12-20	1.0	0.6892518997192383
attack	fic_1838_7085.txt-2157-17	nf_1836_749613.txt-2695-7	4.0	0.9579969644546509
attack	fic_1838_7086.txt-2732-33	fic_1852_2364.txt-6112-60	4.0	0.9800901412963867
attack	fic_1838_7086.txt-2732-33	fic_1858_1282.txt-1444-24	2.6666666666666665	0.4406740665435791
attack	fic_1838_7086.txt-2732-33	fic_1976_10617.txt-1529-5	4.0	0.8809798955917358
attack	fic_1838_7086.txt-2732-33	fic_2001_13566.txt-158-6	4.0	0.9093605875968933
attack	fic_1838_7086.txt-2732-33	mag_1828_553929.txt-364-34	2.6	0.5141630172729492
attack	fic_1838_7086.txt-2732-33	mag_1853_590163.txt-199-32	4.0	0.9812557697296143
attack	fic_1838_7086.txt-2732-33	mag_1858_506134.txt-148-19	4.0	0.9687212705612183
attack	fic_1838_7086.txt-2732-33	mag_1962_492071.txt-69-2	4.0	0.9724531173706055
attack	fic_1838_7086.txt-2732-33	mag_1990_397100.txt-83-6	4.0	0.8386824727058411
attack	fic_1838_7086.txt-2732-33	news_1967_726451.txt-39-2	3.5	0.9160691499710083
attack	fic_1838_7086.txt-2732-33	news_1989_669714.txt-32-21	4.0	0.9675318598747253
attack	fic_1838_7086.txt-2732-33	news_1992_605779.txt-41-29	4.0	0.8982741832733154
attack	fic_1838_7086.txt-2732-33	nf_1829_747740.txt-792-23	4.0	0.6774497628211975
attack	fic_1838_7086.txt-2732-33	nf_1836_747779.txt-1982-14	4.0	0.5200417041778564
attack	fic_1838_7086.txt-2732-33	nf_1975_773861.txt-1436-17	2.6666666666666665	0.543458104133606
attack	fic_1838_7086.txt-2732-33	nf_1982_774241.txt-1410-26	4.0	0.975023627281189
attack	fic_1838_7086.txt-2732-33	nf_2007_775314.txt-41-4	4.0	0.8784290552139282
attack	fic_1838_7250.txt-1095-10	fic_1839_7024.txt-2377-9	4.0	0.8831208944320679
attack	fic_1839_7024.txt-2377-9	fic_1848_7009.txt-1181-32	4.0	0.9519978761672974
attack	fic_1839_7024.txt-2377-9	fic_1859_9037.txt-2260-41	2.3333333333333335	0.6119866371154785
attack	fic_1839_7024.txt-2377-9	fic_1998_43533.txt-4-2	4.0	0.8984661102294922
attack	fic_1839_7024.txt-2377-9	mag_1828_553929.txt-364-34	2.3333333333333335	0.45675888657569885
attack	fic_1839_7024.txt-2377-9	mag_1962_492071.txt-8-21	4.0	0.8736786842346191
attack	fic_1839_7024.txt-2377-9	mag_1970_315464.txt-8-1	4.0	0.8918290138244629
attack	fic_1839_7024.txt-2377-9	mag_1980_296744.txt-5-30	3.3333333333333335	0.9610119462013245
attack	fic_1839_7024.txt-2377-9	mag_2005_379087.txt-0-11	4.0	0.9367536902427673
attack	fic_1839_7024.txt-2377-9	news_1966_725841.txt-34-33	3.0	0.8941774964332581
attack	fic_1839_7024.txt-2377-9	news_1994_606745.txt-26-26	4.0	0.9297200441360474
attack	fic_1839_7024.txt-2377-9	news_1998_626765.txt-4-8	3.5	0.8743740320205688
attack	fic_1839_7024.txt-2377-9	nf_1845_748321.txt-2041-23	3.5	0.4738253653049469
attack	fic_1839_7024.txt-2377-9	nf_1847_754437.txt-1509-47	3.0	0.9221069812774658
attack	fic_1843_7166.txt-1590-9	fic_1982_780051.txt-4396-7	1.0	0.27079302072525024
attack	fic_1843_7166.txt-1590-9	mag_1845_555245.txt-299-1	3.5	0.9112303256988525
attack	fic_1843_7166.txt-1590-9	news_1991_612479.txt-40-20	3.0	0.3501359224319458
attack	fic_1844_3928.txt-3118-8	fic_1845_7170.txt-10436-6	4.0	0.803169846534729
attack	fic_1844_3928.txt-3118-8	fic_1854_9193.txt-8301-13	3.0	0.4337484836578369
attack	fic_1844_3928.txt-3118-8	fic_1968_781997.txt-4233-2	3.5	0.9101893901824951
attack	fic_1844_3928.txt-3118-8	fic_1977_10624.txt-816-11	4.0	0.7617836594581604
attack	fic_1844_3928.txt-3118-8	fic_1982_780070.txt-3698-5	3.0	0.42919355630874634
attack	fic_1844_3928.txt-3118-8	mag_1828_553929.txt-364-34	2.5	0.6721367835998535
attack	fic_1844_3928.txt-3118-8	mag_1846_555400.txt-243-7	4.0	0.6713812947273254
attack	fic_1844_3928.txt-3118-8	mag_1850_589167.txt-126-1	3.6666666666666665	0.41726863384246826
attack	fic_1844_3928.txt-3118-8	mag_1986_432304.txt-168-36	3.6666666666666665	0.7734969258308411
attack	fic_1844_3928.txt-3118-8	mag_1990_342663.txt-0-16	4.0	0.8886773586273193
attack	fic_1844_3928.txt-3118-8	mag_1992_396000.txt-164-14	3.5	0.8780200481414795
attack	fic_1844_3928.txt-3118-8	news_1967_726451.txt-39-2	3.0	0.8164994120597839
attack	fic_1844_3928.txt-3118-8	news_1991_612479.txt-40-20	2.3333333333333335	0.7815398573875427
attack	fic_1844_3928.txt-3118-8	news_1998_626765.txt-4-8	3.0	0.8547587394714355
attack	fic_1844_3928.txt-3118-8	nf_1824_747448.txt-3506-12	3.5	0.583831250667572
attack	fic_1844_3928.txt-3118-8	nf_1841_762742.txt-2458-9	3.6666666666666665	0.8700803518295288
attack	fic_1844_3928.txt-3498-7	fic_1856_2470.txt-7252-13	4.0	0.893113374710083
attack	fic_1844_3928.txt-3498-7	mag_1828_553929.txt-364-34	2.0	0.5641425848007202
attack	fic_1844_800.txt-2479-17	mag_1828_553929.txt-364-34	3.5	0.9047846794128418
attack	fic_1844_800.txt-2479-17	mag_1854_555935.txt-131-30	2.6666666666666665	0.49581632018089294
attack	fic_1845_622.txt-11178-62	mag_1828_553929.txt-364-34	2.6666666666666665	0.6643662452697754
attack	fic_1845_622.txt-11178-62	news_1967_726451.txt-39-2	4.0	0.9277546405792236
attack	fic_1845_622.txt-11187-51	fic_2002_30623.txt-303-9	1.5	0.626017689704895
attack	fic_1845_622.txt-11187-51	mag_1828_553929.txt-364-34	2.6666666666666665	0.4329928159713745
attack	fic_1845_622.txt-11187-51	news_1994_606745.txt-26-26	3.6666666666666665	0.8951458930969238
attack	fic_1845_7162.txt-3298-53	mag_1854_555935.txt-131-30	2.5	0.5201300978660583
attack	fic_1845_7162.txt-3298-53	news_1991_612479.txt-40-20	3.0	0.7812281847000122
attack	fic_1845_7170.txt-10436-6	news_1991_612479.txt-40-20	3.5	0.6873738169670105
attack	fic_1845_7170.txt-4861-9	fic_1993_25035.txt-820-7	2.0	0.3560379445552826
attack	fic_1845_7170.txt-4861-9	mag_1828_553929.txt-364-34	3.0	0.8756008148193359
attack	fic_1845_7170.txt-4861-9	mag_2007_387325.txt-12-20	2.0	0.3806406259536743
attack	fic_1846_544.txt-3481-11	mag_1828_553929.txt-364-34	2.6666666666666665	0.917709231376648
attack	fic_1846_544.txt-3481-11	news_1994_606745.txt-26-26	3.5	0.45898258686065674
attack	fic_1846_7121.txt-2894-16	fic_1856_2470.txt-7252-13	3.5	0.9082080721855164
attack	fic_1846_7121.txt-2894-16	mag_1828_553929.txt-364-34	3.0	0.5051301717758179
attack	fic_1846_7679.txt-262-9	fic_1854_9193.txt-8301-13	3.0	0.3093736469745636
attack	fic_1846_7679.txt-262-9	fic_2000_29245.txt-31-12	3.0	0.6276247501373291
attack	fic_1846_7679.txt-262-9	mag_1828_553929.txt-364-34	2.0	0.5709908604621887
attack	fic_1846_7679.txt-262-9	mag_1970_282294.txt-7-3	1.0	0.697028398513794
attack	fic_1846_7679.txt-262-9	mag_1992_396000.txt-164-14	4.0	0.9773041009902954
attack	fic_1848_1279.txt-1511-47	fic_1853_9142.txt-2686-17	2.0	0.2921124994754791
attack	fic_1848_1279.txt-1511-47	fic_1854_9193.txt-8301-13	3.3333333333333335	0.8855923414230347
attack	fic_1848_1279.txt-1511-47	fic_1858_1282.txt-1444-24	2.5	0.4451795816421509
attack	fic_1848_1279.txt-1511-47	fic_2009_36778.txt-461-18	4.0	0.7137569189071655
attack	fic_1848_1279.txt-1511-47	mag_1825_553609.txt-140-54	2.0	0.3972803056240082
attack	fic_1848_1279.txt-1511-47	mag_1840_586558.txt-356-49	2.5	0.2974749207496643
attack	fic_1848_1279.txt-1511-47	mag_1972_278489.txt-11-19	2.0	0.27046138048171997
attack	fic_1848_1279.txt-1511-47	mag_2004_365334.txt-2-9	2.0	0.2856764495372772
attack	fic_1848_1279.txt-1511-47	mag_2007_387325.txt-12-20	2.5	0.2785235047340393
attack	fic_1848_1279.txt-1511-47	news_1991_612479.txt-40-20	2.0	0.3137660026550293
attack	fic_1848_1279.txt-1511-47	news_1997_611600.txt-65-2	2.5	0.8947152495384216
attack	fic_1848_1279.txt-1511-47	nf_1975_773861.txt-1436-17	2.5	0.290571928024292
attack	fic_1848_7009.txt-1181-32	fic_1854_9193.txt-8301-13	3.4	0.282501757144928
attack	fic_1848_7009.txt-1181-32	fic_1982_780070.txt-3698-5	2.0	0.33095625042915344
attack	fic_1848_7009.txt-1181-32	fic_2009_36778.txt-461-18	3.0	0.32994505763053894
attack	fic_1848_7009.txt-1181-32	mag_1828_553929.txt-364-34	2.5	0.48824557662010193
attack	fic_1848_7009.txt-1181-32	mag_1834_554263.txt-306-48	3.5	0.9253814220428467
attack	fic_1848_7009.txt-1181-32	mag_1838_586203.txt-253-10	4.0	0.5054344534873962
attack	fic_1848_7009.txt-1181-32	mag_1854_555935.txt-131-30	3.0	0.6334390044212341
attack	fic_1848_7009.txt-1181-32	mag_1984_299534.txt-14-19	3.6666666666666665	0.9562671184539795
attack	fic_1848_7009.txt-1181-32	mag_2005_417079.txt-188-8	3.0	0.9099420309066772
attack	fic_1848_7009.txt-1181-32	mag_2007_387325.txt-12-20	2.0	0.7835206985473633
attack	fic_1848_7009.txt-1181-32	nf_1836_749613.txt-2695-7	4.0	0.9147247076034546
attack	fic_1848_7009.txt-1181-32	nf_2008_774816.txt-78-20	3.6666666666666665	0.9559775590896606
attack	fic_1852_2364.txt-6112-60	mag_1993_424232.txt-41-14	2.0	0.623698353767395
attack	fic_1852_2364.txt-6112-60	news_1991_612479.txt-40-20	3.0	0.7325878143310547
attack	fic_1853_1170.txt-2289-22	news_1982_671107.txt-19-96	2.6666666666666665	0.7248028516769409
attack	fic_1853_1170.txt-2289-22	news_1991_612479.txt-40-20	3.0	0.9110009670257568
attack	fic_1853_2486.txt-330-33	fic_1968_781997.txt-4233-2	4.0	0.9452565908432007
attack	fic_1853_2486.txt-330-33	mag_1828_553929.txt-364-34	2.3333333333333335	0.48435384035110474
attack	fic_1853_9142.txt-2686-17	fic_1854_9193.txt-8301-13	2.6666666666666665	0.25573742389678955
attack	fic_1853_9142.txt-2686-17	fic_1985_780062.txt-118-13	2.0	0.6492341756820679
attack	fic_1853_9142.txt-2686-17	fic_1993_25035.txt-820-7	4.0	0.9094136953353882
attack	fic_1853_9142.txt-2686-17	fic_1994_54174.txt-61-23	3.5	0.9033693075180054
attack	fic_1853_9142.txt-2686-17	fic_2002_30623.txt-303-9	4.0	0.8957107067108154
attack	fic_1853_9142.txt-2686-17	fic_2009_36778.txt-461-18	3.0	0.321175217628479
attack	fic_1853_9142.txt-2686-17	mag_1830_554067.txt-275-32	2.6666666666666665	0.31714749336242676
attack	fic_1853_9142.txt-2686-17	mag_1968_491244.txt-363-5	2.0	0.5527055859565735
attack	fic_1853_9142.txt-2686-17	mag_1972_278489.txt-11-19	2.5	0.9060689210891724
attack	fic_1853_9142.txt-2686-17	mag_1990_342663.txt-0-16	2.75	0.5809442400932312
attack	fic_1853_9142.txt-2686-17	mag_1993_424232.txt-41-14	2.0	0.3202245235443115
attack	fic_1853_9142.txt-2686-17	mag_1994_425594.txt-9-10	2.0	0.3461693525314331
attack	fic_1853_9142.txt-2686-17	mag_2002_398773.txt-149-9	3.0	0.5591825842857361
attack	fic_1853_9142.txt-2686-17	news_1967_726451.txt-39-2	3.0	0.5432261824607849
attack	fic_1853_9142.txt-2686-17	news_1982_671107.txt-19-96	2.0	0.5167474150657654
attack	fic_1853_9142.txt-2686-17	news_1984_670941.txt-14-43	4.0	0.3237309455871582
attack	fic_1853_9142.txt-2686-17	news_1994_606745.txt-26-26	2.0	0.6191670894622803
attack	fic_1853_9142.txt-2686-17	news_1997_611600.txt-65-2	2.5	0.43665021657943726
attack	fic_1854_9193.txt-8301-13	fic_1856_9779.txt-7652-36	4.0	0.2446344494819641
attack	fic_1854_9193.txt-8301-13	fic_1993_25026.txt-440-9	3.0	0.26137715578079224
attack	fic_1854_9193.txt-8301-13	mag_1822_553405.txt-345-25	3.0	0.35270974040031433
attack	fic_1854_9193.txt-8301-13	mag_1822_553405.txt-347-16	3.0	0.3910757601261139
attack	fic_1854_9193.txt-8301-13	mag_1838_554586.txt-186-30	3.5	0.3180488049983978
attack	fic_1854_9193.txt-8301-13	mag_1838_586307.txt-86-4	3.0	0.619472861289978
attack	fic_1854_9193.txt-8301-13	mag_1846_524014.txt-303-22	2.3333333333333335	0.25439581274986267
attack	fic_1854_9193.txt-8301-13	mag_1854_555935.txt-131-30	3.0	0.31463727355003357
attack	fic_1854_9193.txt-8301-13	mag_1968_212735.txt-7-17	3.6666666666666665	0.34908556938171387
attack	fic_1854_9193.txt-8301-13	mag_1994_425911.txt-209-3	3.0	0.31033989787101746
attack	fic_1854_9193.txt-8301-13	news_1965_724715.txt-15-7	2.6666666666666665	0.364462673664093
attack	fic_1854_9193.txt-8301-13	news_1966_725841.txt-34-33	3.0	0.25514209270477295
attack	fic_1854_9193.txt-8301-13	news_1967_726451.txt-39-2	3.0	0.355091392993927
attack	fic_1854_9193.txt-8301-13	news_1994_606745.txt-26-26	3.0	0.29356351494789124
attack	fic_1854_9193.txt-8301-13	news_1998_626765.txt-4-8	3.0	0.3213169574737549
attack	fic_1854_9193.txt-8301-13	news_2005_650884.txt-75-29	2.6666666666666665	0.26148179173469543
attack	fic_1854_9193.txt-8301-13	nf_1859_747415.txt-25-18	4.0	0.5259639024734497
attack	fic_1854_9193.txt-8301-13	nf_2004_775803.txt-29-4	4.0	0.4946693181991577
attack	fic_1855_1209.txt-770-29	mag_1828_553929.txt-364-34	2.3333333333333335	0.5945305228233337
attack	fic_1855_1209.txt-770-29	mag_1845_555245.txt-299-1	4.0	0.6025959253311157
attack	fic_1855_2965.txt-376-3	news_1982_671107.txt-19-96	4.0	0.9123436212539673
attack	fic_1855_2965.txt-376-3	news_1991_612479.txt-40-20	3.0	0.8240152597427368
attack	fic_1856_2470.txt-7252-13	fic_1857_9075.txt-4573-21	3.0	0.6638087034225464
attack	fic_1856_2470.txt-7252-13	fic_1860_8118.txt-4037-43	4.0	0.9293408393859863
attack	fic_1856_2470.txt-7252-13	fic_1962_781986.txt-3553-2	3.0	0.4360087513923645
attack	fic_1856_2470.txt-7252-13	fic_1977_10624.txt-816-11	3.0	0.5626007914543152
attack	fic_1856_2470.txt-7252-13	fic_1986_782032.txt-5195-1	4.0	0.8025587797164917
attack	fic_1856_2470.txt-7252-13	fic_1998_43533.txt-4-2	3.0	0.7495485544204712
attack	fic_1856_2470.txt-7252-13	mag_1846_524014.txt-277-34	3.5	0.8672904968261719
attack	fic_1856_2470.txt-7252-13	mag_1854_555935.txt-131-30	2.1666666666666665	0.5823433995246887
attack	fic_1856_2470.txt-7252-13	mag_1986_432304.txt-168-36	3.0	0.7025236487388611
attack	fic_1856_2470.txt-7252-13	mag_2002_397275.txt-24-3	4.0	0.7907172441482544
attack	fic_1856_2470.txt-7252-13	news_1967_726451.txt-39-2	4.0	0.8412648439407349
attack	fic_1856_2470.txt-7252-13	news_1972_730368.txt-11-20	4.0	0.769077718257904
attack	fic_1856_2470.txt-7252-13	news_1992_605779.txt-127-14	3.5	0.4800625443458557
attack	fic_1856_2470.txt-7252-13	nf_1966_773935.txt-336-23	4.0	0.8749544620513916
attack	fic_1856_2655.txt-4746-13	mag_1828_553929.txt-364-34	2.0	0.5900695323944092
attack	fic_1856_2655.txt-4746-13	news_1966_725841.txt-34-33	3.6666666666666665	0.8788845539093018
attack	fic_1856_2655.txt-4746-13	news_1982_671107.txt-19-96	3.5	0.8513422012329102
attack	fic_1856_9779.txt-7124-6	news_1991_612479.txt-40-20	3.0	0.8156445026397705
attack	fic_1856_9779.txt-7124-6	news_1998_626765.txt-4-8	3.5	0.6036947965621948
attack	fic_1856_9779.txt-7652-36	news_1991_612479.txt-40-20	3.0	0.7164976596832275
attack	fic_1857_9075.txt-4573-21	mag_1828_553929.txt-364-34	3.0	0.8655476570129395
attack	fic_1858_1282.txt-1444-24	fic_1982_780051.txt-4396-7	3.0	0.668860137462616
attack	fic_1858_1282.txt-1444-24	fic_1982_780070.txt-3698-5	3.0	0.7867287397384644
attack	fic_1858_1282.txt-1444-24	fic_1993_25035.txt-820-7	3.0	0.652575671672821
attack	fic_1858_1282.txt-1444-24	mag_1828_553929.txt-364-34	2.3333333333333335	0.505731463432312
attack	fic_1858_1282.txt-1444-24	mag_1846_524014.txt-303-22	2.0	0.40813374519348145
attack	fic_1858_1282.txt-1444-24	mag_1972_278489.txt-11-19	3.0	0.5508344769477844
attack	fic_1858_1282.txt-1444-24	mag_1978_318618.txt-11-36	2.0	0.5056341886520386
attack	fic_1858_1282.txt-1444-24	mag_1999_397639.txt-186-35	4.0	0.6435303092002869
attack	fic_1858_1282.txt-1444-24	mag_2005_379002.txt-22-10	3.0	0.4265560805797577
attack	fic_1858_1282.txt-1444-24	news_1984_670941.txt-14-43	2.0	0.4564322531223297
attack	fic_1858_1282.txt-1444-24	news_1997_611600.txt-65-2	2.5	0.5735653638839722
attack	fic_1858_1282.txt-1444-24	nf_1975_773861.txt-1436-17	4.0	0.7699134349822998
attack	fic_1859_9037.txt-2260-41	mag_1840_586558.txt-356-49	3.0	0.7499192953109741
attack	fic_1859_9037.txt-2260-41	news_1991_612479.txt-40-20	4.0	0.7087787985801697
attack	fic_1859_9037.txt-2260-41	news_1994_606745.txt-26-26	2.0	0.5917260646820068
attack	fic_1859_9037.txt-2260-41	nf_1829_751465.txt-2786-42	1.0	0.5602312088012695
attack	fic_1860_8118.txt-4037-43	mag_1828_553929.txt-364-34	2.3333333333333335	0.6427345275878906
attack	fic_1860_8118.txt-4037-43	mag_1840_586497.txt-150-6	4.0	0.5318589210510254
attack	fic_1860_9817.txt-2290-22	news_1991_612479.txt-40-20	3.0	0.7369885444641113
attack	fic_1860_9817.txt-2290-22	news_1998_626765.txt-4-8	4.0	0.9721474647521973
attack	fic_1962_10417.txt-9433-20	mag_1828_553929.txt-364-34	4.0	0.5519332885742188
attack	fic_1962_10417.txt-9433-20	news_1966_725841.txt-34-33	3.5	0.9468618631362915
attack	fic_1962_781986.txt-3553-2	mag_2005_379095.txt-6-29	4.0	0.43719029426574707
attack	fic_1962_781986.txt-3553-2	news_1991_612479.txt-40-20	2.5	0.36115962266921997
attack	fic_1968_781997.txt-4233-2	fic_2001_13289.txt-335-18	2.5	0.6200646162033081
attack	fic_1968_781997.txt-4233-2	mag_1832_564345.txt-180-28	4.0	0.9226334095001221
attack	fic_1968_781997.txt-4233-2	mag_1845_555245.txt-299-1	3.0	0.536526083946228
attack	fic_1968_781997.txt-4233-2	mag_1978_318618.txt-11-36	4.0	0.9561077952384949
attack	fic_1968_781997.txt-4233-2	mag_1980_296543.txt-17-11	4.0	0.9646572470664978
attack	fic_1968_781997.txt-4233-2	mag_2002_371999.txt-12-46	4.0	0.9295839071273804
attack	fic_1968_781997.txt-4233-2	news_1966_725841.txt-34-33	3.0	0.9062570929527283
attack	fic_1968_781997.txt-4233-2	news_1967_726451.txt-39-2	4.0	0.8919934034347534
attack	fic_1968_781997.txt-4233-2	news_1972_729986.txt-6-2	3.0	0.4829957187175751
attack	fic_1968_781997.txt-4233-2	news_1991_612479.txt-40-20	3.2	0.7982126474380493
attack	fic_1968_781997.txt-4233-2	news_2004_640221.txt-13-20	4.0	0.9817448258399963
attack	fic_1968_781997.txt-4233-2	nf_1836_747718.txt-1726-17	3.6666666666666665	0.8925499320030212
attack	fic_1968_781997.txt-4233-2	nf_1840_768793.txt-1045-33	4.0	0.8947136402130127
attack	fic_1968_781997.txt-4233-2	nf_1844_749098.txt-1617-40	4.0	0.9323477149009705
attack	fic_1976_10617.txt-1529-5	news_1991_612479.txt-40-20	3.0	0.6678246259689331
attack	fic_1977_10624.txt-816-11	mag_1828_553929.txt-364-34	3.5	0.950143039226532
attack	fic_1982_780051.txt-4396-7	mag_1828_553929.txt-364-34	1.5	0.32797661423683167
attack	fic_1982_780051.txt-4396-7	mag_1845_555245.txt-299-1	2.0	0.30575692653656006
attack	fic_1982_780051.txt-4396-7	mag_1846_524014.txt-303-22	3.0	0.6165499687194824
attack	fic_1982_780051.txt-4396-7	mag_2007_387325.txt-12-20	4.0	0.9390894174575806
attack	fic_1982_780051.txt-4396-7	news_1984_670941.txt-14-43	2.0	0.3200087547302246
attack	fic_1982_780070.txt-3698-5	fic_1993_25035.txt-820-7	3.0	0.5225751399993896
attack	fic_1982_780070.txt-3698-5	mag_1828_553929.txt-364-34	2.5	0.6434758305549622
attack	fic_1982_780070.txt-3698-5	mag_1846_524014.txt-303-22	3.0	0.2394775152206421
attack	fic_1982_780070.txt-3698-5	news_1984_670941.txt-14-43	3.0	0.5742203593254089
attack	fic_1985_780062.txt-118-13	mag_1828_553929.txt-364-34	2.6666666666666665	0.5526448488235474
attack	fic_1986_782032.txt-5195-1	mag_1828_553929.txt-364-34	3.0	0.5150974988937378
attack	fic_1986_782032.txt-5195-1	mag_1980_296543.txt-17-11	4.0	0.9461142420768738
attack	fic_1987_782033.txt-287-7	mag_1854_555935.txt-131-30	3.3333333333333335	0.5536800622940063
attack	fic_1987_782033.txt-287-7	news_1991_612479.txt-40-20	3.0	0.7610715627670288
attack	fic_1988_780054.txt-2791-11	mag_1822_553405.txt-347-16	3.0	0.5381535291671753
attack	fic_1988_780054.txt-2791-11	mag_1828_553929.txt-364-34	2.25	0.5128189921379089
attack	fic_1988_780054.txt-2791-11	mag_1854_555935.txt-131-30	3.0	0.7701086401939392
attack	fic_1988_780054.txt-2791-11	mag_2002_371999.txt-12-46	2.0	0.3354511857032776
attack	fic_1993_25026.txt-440-9	news_1991_612479.txt-40-20	3.0	0.8629431128501892
attack	fic_1993_25035.txt-820-7	fic_2000_29245.txt-31-12	4.0	0.9855116009712219
