lemma	identifier1	identifier2	judgment	cosine_similarity
attack	fic_1993_25035.txt-820-7	mag_1846_524014.txt-303-22	2.0	0.6149243116378784
attack	fic_1993_25035.txt-820-7	mag_1972_278489.txt-11-19	4.0	0.9612401723861694
attack	fic_1993_25035.txt-820-7	mag_2005_379002.txt-22-10	2.6666666666666665	0.6067871451377869
attack	fic_1993_25035.txt-820-7	news_1965_724563.txt-1-1	2.6666666666666665	0.3700466752052307
attack	fic_1993_25035.txt-820-7	news_1984_670941.txt-14-43	2.0	0.3496643602848053
attack	fic_1993_25035.txt-820-7	news_1998_626765.txt-4-8	2.6	0.6369543671607971
attack	fic_1993_25035.txt-820-7	nf_1964_773930.txt-468-27	2.0	0.6561177372932434
attack	fic_1994_54174.txt-61-23	mag_1828_553929.txt-364-34	3.0	0.36896002292633057
attack	fic_1994_54174.txt-61-23	mag_1846_524014.txt-303-22	3.0	0.6424944400787354
attack	fic_1994_54174.txt-61-23	news_1965_724563.txt-1-1	2.0	0.38132351636886597
attack	fic_1994_54174.txt-61-23	news_1982_671107.txt-19-96	2.0	0.6370046138763428
attack	fic_1998_43533.txt-4-2	mag_1840_586558.txt-356-49	2.0	0.5833482146263123
attack	fic_1998_43533.txt-4-2	news_1991_612479.txt-40-20	2.6666666666666665	0.7913143634796143
attack	fic_2000_29245.txt-31-12	mag_1828_553929.txt-364-34	3.0	0.3514347970485687
attack	fic_2000_29245.txt-31-12	mag_1840_586558.txt-356-49	3.0	0.8349530696868896
attack	fic_2000_29245.txt-31-12	news_1992_605779.txt-127-14	3.0	0.3222752511501312
attack	fic_2001_13289.txt-335-18	mag_1838_586203.txt-253-10	3.0	0.32365477085113525
attack	fic_2001_13289.txt-335-18	news_1991_612479.txt-40-20	3.3333333333333335	0.7222999334335327
attack	fic_2001_13289.txt-335-18	nf_2001_746295.txt-103-27	3.0	0.5328322052955627
attack	fic_2001_13566.txt-158-6	mag_1828_553929.txt-364-34	3.0	0.55464768409729
attack	fic_2002_30623.txt-303-9	mag_1828_553929.txt-364-34	2.0	0.3393704891204834
attack	fic_2002_30623.txt-303-9	mag_1856_590811.txt-90-38	2.0	0.576921820640564
attack	fic_2002_30623.txt-303-9	mag_1972_278489.txt-11-19	4.0	0.9455169439315796
attack	fic_2002_30623.txt-303-9	mag_2007_387325.txt-12-20	4.0	0.9540300369262695
attack	fic_2002_30623.txt-303-9	news_1991_612479.txt-40-20	2.0	0.8071990013122559
attack	fic_2002_30623.txt-303-9	news_1997_611600.txt-65-2	3.0	0.4336645007133484
attack	fic_2002_30623.txt-303-9	nf_1847_754437.txt-1509-47	1.0	0.6668815612792969
attack	fic_2004_49050.txt-745-14	news_1967_726451.txt-39-2	3.0	0.7759824991226196
attack	fic_2004_49050.txt-745-14	news_1991_612479.txt-40-20	3.0	0.7575052380561829
attack	fic_2009_36778.txt-461-18	mag_1834_554263.txt-216-17	2.6666666666666665	0.40548568964004517
attack	fic_2009_36778.txt-461-18	mag_1840_586497.txt-150-6	4.0	0.6900279521942139
attack	fic_2009_36778.txt-461-18	mag_1854_555935.txt-131-30	2.2	0.4309196174144745
attack	fic_2009_36778.txt-461-18	mag_1856_590811.txt-90-38	2.6666666666666665	0.33166155219078064
attack	fic_2009_36778.txt-461-18	mag_1981_295135.txt-17-16	4.0	0.7664352655410767
attack	fic_2009_36778.txt-461-18	mag_2004_365334.txt-2-9	3.0	0.32905662059783936
attack	fic_2009_36778.txt-461-18	news_1964_724184.txt-2-34	3.5	0.38572585582733154
attack	fic_2009_36778.txt-461-18	news_1966_725841.txt-34-33	3.25	0.30776527523994446
attack	fic_2009_36778.txt-461-18	news_1977_733365.txt-24-10	3.0	0.3986590802669525
attack	fic_2009_36778.txt-461-18	news_1994_606745.txt-26-26	3.5	0.35809072852134705
attack	fic_2009_36778.txt-461-18	nf_1829_751465.txt-2786-42	3.0	0.4517499804496765
attack	fic_2009_36778.txt-461-18	nf_1847_754437.txt-3107-5	3.0	0.24233315885066986
attack	mag_1822_553405.txt-345-25	mag_1828_553929.txt-364-34	3.0	0.5912091732025146
attack	mag_1822_553405.txt-347-16	news_1991_612479.txt-40-20	3.0	0.787024974822998
attack	mag_1823_553456.txt-249-22	news_1966_725841.txt-34-33	2.75	0.5220557451248169
attack	mag_1823_553456.txt-249-22	news_1991_612479.txt-40-20	3.5	0.7953775525093079
attack	mag_1825_553609.txt-140-54	mag_1994_425594.txt-9-10	3.0	0.5603248476982117
attack	mag_1825_553609.txt-140-54	news_1967_726451.txt-39-2	4.0	0.8998986482620239
attack	mag_1825_553609.txt-140-54	news_1991_612479.txt-40-20	3.0	0.7297215461730957
attack	mag_1828_553929.txt-364-34	mag_1830_554067.txt-275-32	3.5	0.918878436088562
attack	mag_1828_553929.txt-364-34	mag_1832_564239.txt-203-30	3.0	0.8345874547958374
attack	mag_1828_553929.txt-364-34	mag_1832_564345.txt-180-28	2.0	0.5254807472229004
attack	mag_1828_553929.txt-364-34	mag_1834_554263.txt-306-48	3.0	0.5390826463699341
attack	mag_1828_553929.txt-364-34	mag_1838_554586.txt-186-30	2.5	0.5849419832229614
attack	mag_1828_553929.txt-364-34	mag_1838_586203.txt-253-10	4.0	0.9433176517486572
attack	mag_1828_553929.txt-364-34	mag_1838_586307.txt-86-4	4.0	0.9164525270462036
attack	mag_1828_553929.txt-364-34	mag_1840_586497.txt-150-6	3.0	0.6943651437759399
attack	mag_1828_553929.txt-364-34	mag_1840_586558.txt-356-49	3.0	0.35173285007476807
attack	mag_1828_553929.txt-364-34	mag_1840_586558.txt-81-14	3.0	0.8898327350616455
attack	mag_1828_553929.txt-364-34	mag_1845_555245.txt-102-19	3.5	0.8697024583816528
attack	mag_1828_553929.txt-364-34	mag_1846_524014.txt-277-34	3.0	0.4975380301475525
attack	mag_1828_553929.txt-364-34	mag_1846_524014.txt-303-22	2.5	0.5027139782905579
attack	mag_1828_553929.txt-364-34	mag_1849_525337.txt-118-18	3.3333333333333335	0.8855718970298767
attack	mag_1828_553929.txt-364-34	mag_1853_590234.txt-200-60	2.5	0.5244508981704712
attack	mag_1828_553929.txt-364-34	mag_1854_555935.txt-131-30	2.5	0.42582106590270996
attack	mag_1828_553929.txt-364-34	mag_1856_566684.txt-393-12	3.0	0.8051236867904663
attack	mag_1828_553929.txt-364-34	mag_1856_590811.txt-90-38	3.0	0.5272374153137207
attack	mag_1828_553929.txt-364-34	mag_1858_506134.txt-148-19	2.6666666666666665	0.5093444585800171
attack	mag_1828_553929.txt-364-34	mag_1962_492071.txt-69-2	4.0	0.5435919761657715
attack	mag_1828_553929.txt-364-34	mag_1962_492071.txt-8-21	2.5	0.5382742881774902
attack	mag_1828_553929.txt-364-34	mag_1968_491244.txt-363-5	4.0	0.7787644863128662
attack	mag_1828_553929.txt-364-34	mag_1970_282294.txt-7-3	2.5	0.3739433288574219
attack	mag_1828_553929.txt-364-34	mag_1970_315464.txt-8-1	2.6666666666666665	0.48533421754837036
attack	mag_1828_553929.txt-364-34	mag_1972_278489.txt-11-19	2.0	0.3384886384010315
attack	mag_1828_553929.txt-364-34	mag_1978_318618.txt-11-36	3.0	0.5159249305725098
attack	mag_1828_553929.txt-364-34	mag_1980_296744.txt-5-30	3.0	0.5662449598312378
attack	mag_1828_553929.txt-364-34	mag_1981_295135.txt-17-16	4.0	0.9549901485443115
attack	mag_1828_553929.txt-364-34	mag_1981_322209.txt-3-7	3.5	0.8387611508369446
attack	mag_1828_553929.txt-364-34	mag_1984_299534.txt-14-19	2.6666666666666665	0.4729379415512085
attack	mag_1828_553929.txt-364-34	mag_1990_342663.txt-0-16	3.0	0.688657283782959
attack	mag_1828_553929.txt-364-34	mag_1990_397100.txt-83-6	3.5	0.5193899869918823
attack	mag_1828_553929.txt-364-34	mag_1993_424232.txt-41-14	3.0	0.8656415939331055
attack	mag_1828_553929.txt-364-34	mag_1994_425911.txt-209-3	4.0	0.5165238976478577
attack	mag_1828_553929.txt-364-34	mag_1999_397639.txt-186-35	4.0	0.4276176691055298
attack	mag_1828_553929.txt-364-34	mag_2001_416183.txt-158-8	3.0	0.36341553926467896
attack	mag_1828_553929.txt-364-34	mag_2002_397275.txt-24-3	3.0	0.45212411880493164
attack	mag_1828_553929.txt-364-34	mag_2004_365334.txt-2-9	2.0	0.3585113286972046
attack	mag_1828_553929.txt-364-34	mag_2005_379002.txt-22-10	2.0	0.4892805814743042
attack	mag_1828_553929.txt-364-34	mag_2005_379087.txt-0-11	3.0	0.5235069990158081
attack	mag_1828_553929.txt-364-34	news_1960_721229.txt-32-12	4.0	0.9599027633666992
attack	mag_1828_553929.txt-364-34	news_1961_721939.txt-37-3	3.0	0.817272424697876
attack	mag_1828_553929.txt-364-34	news_1964_724184.txt-2-34	3.0	0.5579019784927368
attack	mag_1828_553929.txt-364-34	news_1965_724715.txt-15-7	3.0	0.45905739068984985
attack	mag_1828_553929.txt-364-34	news_1967_726451.txt-39-2	2.0	0.6569041013717651
attack	mag_1828_553929.txt-364-34	news_1972_729986.txt-6-2	4.0	0.928321361541748
attack	mag_1828_553929.txt-364-34	news_1972_730368.txt-11-20	2.5	0.3494877219200134
attack	mag_1828_553929.txt-364-34	news_1972_730421.txt-65-27	2.0	0.5371803045272827
attack	mag_1828_553929.txt-364-34	news_1984_670941.txt-14-43	4.0	0.9761622548103333
attack	mag_1828_553929.txt-364-34	news_1991_612479.txt-40-20	2.75	0.3932346701622009
attack	mag_1828_553929.txt-364-34	news_1992_605779.txt-41-29	2.6666666666666665	0.4557591676712036
attack	mag_1828_553929.txt-364-34	news_1997_611600.txt-65-2	2.3333333333333335	0.9340957403182983
attack	mag_1828_553929.txt-364-34	news_2001_661984.txt-79-12	3.0	0.4208201766014099
attack	mag_1828_553929.txt-364-34	news_2004_640221.txt-13-20	2.6666666666666665	0.5418578386306763
attack	mag_1828_553929.txt-364-34	nf_1821_749178.txt-186-12	3.0	0.5311275720596313
attack	mag_1828_553929.txt-364-34	nf_1824_747448.txt-3506-12	3.0	0.39021986722946167
attack	mag_1828_553929.txt-364-34	nf_1829_747740.txt-792-23	2.0	0.7328836917877197
attack	mag_1828_553929.txt-364-34	nf_1829_751465.txt-2786-42	3.0	0.6176948547363281
attack	mag_1828_553929.txt-364-34	nf_1832_758144.txt-1353-3	2.3333333333333335	0.6074904799461365
attack	mag_1828_553929.txt-364-34	nf_1840_768793.txt-1045-33	3.5	0.7633748650550842
attack	mag_1828_553929.txt-364-34	nf_1841_762742.txt-1051-5	2.75	0.5300036668777466
attack	mag_1828_553929.txt-364-34	nf_1841_762742.txt-2458-9	3.0	0.7699680328369141
attack	mag_1828_553929.txt-364-34	nf_1844_749098.txt-536-37	2.6666666666666665	0.5450611114501953
attack	mag_1828_553929.txt-364-34	nf_1845_747928.txt-826-66	3.0	0.4486736059188843
attack	mag_1828_553929.txt-364-34	nf_1847_754437.txt-3107-5	2.0	0.42219775915145874
attack	mag_1828_553929.txt-364-34	nf_1849_772497.txt-842-8	2.5	0.5982750654220581
attack	mag_1828_553929.txt-364-34	nf_1859_747415.txt-25-18	3.2	0.8391110897064209
attack	mag_1828_553929.txt-364-34	nf_1975_773861.txt-1436-17	3.0	0.3344072103500366
attack	mag_1828_553929.txt-364-34	nf_2001_746295.txt-103-27	2.5	0.6188166737556458
attack	mag_1828_553929.txt-364-34	nf_2004_775819.txt-7-21	2.0	0.5317566990852356
attack	mag_1828_553929.txt-364-34	nf_2008_774816.txt-78-20	3.5	0.5122972726821899
attack	mag_1832_564239.txt-203-30	news_1998_626765.txt-4-8	4.0	0.7076923847198486
attack	mag_1832_564307.txt-140-16	news_1982_671107.txt-19-96	4.0	0.9211040735244751
attack	mag_1832_564307.txt-140-16	news_1991_612479.txt-40-20	3.0	0.7463067770004272
attack	mag_1832_564345.txt-180-28	mag_1990_342663.txt-0-16	4.0	0.9063742160797119
attack	mag_1834_554263.txt-216-17	news_1991_612479.txt-40-20	3.0	0.7201901078224182
attack	mag_1834_554263.txt-306-48	mag_1999_397639.txt-186-35	2.0	0.8103915452957153
attack	mag_1834_554263.txt-306-48	mag_2001_416183.txt-158-8	3.0	0.505176305770874
attack	mag_1838_554638.txt-13-21	news_1991_612479.txt-40-20	3.0	0.4693502187728882
attack	mag_1838_554638.txt-13-21	news_1998_626765.txt-4-8	3.0	0.6731845736503601
attack	mag_1838_586203.txt-253-10	mag_2002_398773.txt-149-9	2.5	0.5305171012878418
attack	mag_1838_586307.txt-86-4	nf_1845_748321.txt-2041-23	4.0	0.899046778678894
attack	mag_1840_586558.txt-356-49	news_1998_626765.txt-4-8	4.0	0.6245265007019043
attack	mag_1840_586558.txt-81-14	mag_1845_555245.txt-299-1	3.0	0.8491450548171997
attack	mag_1845_555245.txt-102-19	mag_1845_555245.txt-299-1	3.5	0.9463908672332764
attack	mag_1845_555245.txt-299-1	mag_1999_397639.txt-186-35	2.6666666666666665	0.38811418414115906
attack	mag_1845_555245.txt-299-1	mag_2000_368897.txt-14-26	2.2	0.31404632329940796
attack	mag_1845_555245.txt-299-1	mag_2001_412321.txt-16-4	3.0	0.5707851648330688
attack	mag_1845_555245.txt-299-1	mag_2001_416183.txt-158-8	2.3333333333333335	0.30339041352272034
attack	mag_1845_555245.txt-299-1	news_1967_726451.txt-39-2	3.0	0.6384178400039673
attack	mag_1845_555245.txt-299-1	news_1986_670444.txt-28-17	3.0	0.5330429077148438
attack	mag_1845_555245.txt-299-1	news_1991_612479.txt-40-20	3.0	0.38071995973587036
attack	mag_1845_555245.txt-299-1	news_1994_606745.txt-26-26	3.0	0.5029007196426392
attack	mag_1846_524014.txt-26-2	mag_1854_555935.txt-131-30	3.0	0.39689773321151733
attack	mag_1846_524014.txt-26-2	news_1965_724715.txt-15-7	2.0	0.4820968210697174
attack	mag_1846_524014.txt-26-2	news_1991_612479.txt-40-20	3.5	0.4364614188671112
attack	mag_1846_524014.txt-26-2	nf_1829_751465.txt-2786-42	3.5	0.6748281717300415
attack	mag_1846_524014.txt-303-22	mag_2000_368897.txt-14-26	2.0	0.6906521320343018
attack	mag_1846_524014.txt-303-22	mag_2004_365334.txt-2-9	1.0	0.6331530809402466
attack	mag_1846_524014.txt-303-22	news_1965_724563.txt-1-1	3.0	0.5323670506477356
attack	mag_1846_555400.txt-243-7	news_1991_612479.txt-40-20	3.0	0.38267117738723755
attack	mag_1849_525337.txt-118-18	mag_1854_555935.txt-131-30	2.75	0.45122966170310974
attack	mag_1849_525337.txt-118-18	mag_1980_296543.txt-17-11	3.0	0.5642167329788208
attack	mag_1850_589167.txt-126-1	news_1991_612479.txt-40-20	3.0	0.2411332130432129
attack	mag_1850_589167.txt-126-1	nf_1982_774241.txt-1410-26	2.0	0.2763183116912842
attack	mag_1853_590163.txt-199-32	mag_2005_379002.txt-22-10	3.5	0.9274755716323853
attack	mag_1853_590163.txt-199-32	news_1991_612479.txt-40-20	3.0	0.7495238184928894
attack	mag_1853_590234.txt-200-60	mag_1984_299534.txt-14-19	4.0	0.9298855066299438
attack	mag_1853_590234.txt-200-60	mag_2001_412321.txt-16-4	4.0	0.9453896284103394
attack	mag_1853_590234.txt-200-60	news_1982_671107.txt-19-96	3.5	0.9644378423690796
attack	mag_1854_555935.txt-131-30	news_1961_722130.txt-4-23	3.0	0.3591820299625397
attack	mag_1854_555935.txt-131-30	news_1982_671107.txt-19-96	2.6666666666666665	0.4789058566093445
attack	mag_1854_555935.txt-131-30	nf_1845_747928.txt-826-66	4.0	0.5960731506347656
attack	mag_1854_555935.txt-131-30	nf_1962_773607.txt-311-2	2.6666666666666665	0.26688486337661743
attack	mag_1854_555935.txt-131-30	nf_1968_773502.txt-1151-10	4.0	0.4412772059440613
attack	mag_1854_555935.txt-131-30	nf_1994_773891.txt-987-21	3.5	0.8568118810653687
attack	mag_1855_556039.txt-57-39	news_1991_612479.txt-40-20	3.0	0.8348586559295654
attack	mag_1855_556039.txt-57-39	news_1994_606745.txt-26-26	4.0	0.5414503812789917
attack	mag_1856_566684.txt-393-12	news_1967_726451.txt-39-2	3.5	0.8364237546920776
attack	mag_1968_212735.txt-7-17	news_1991_612479.txt-40-20	2.75	0.7400623559951782
attack	mag_1968_212735.txt-7-17	nf_1824_747448.txt-3506-12	1.0	0.6030465960502625
attack	mag_1970_282294.txt-7-3	news_1967_726451.txt-39-2	2.6666666666666665	0.624549150466919
attack	mag_1972_278489.txt-11-19	mag_1980_296744.txt-5-30	3.0	0.6667755246162415
attack	mag_1972_278489.txt-11-19	mag_2005_379095.txt-6-29	2.0	0.6143202781677246
attack	mag_1972_278489.txt-11-19	news_1965_724563.txt-1-1	2.0	0.36621373891830444
attack	mag_1972_278489.txt-11-19	nf_1841_762742.txt-1051-5	2.0	0.5876832008361816
attack	mag_1980_296543.txt-17-11	news_1991_612479.txt-40-20	3.5	0.7535557746887207
attack	mag_1981_322209.txt-3-7	mag_2002_371999.txt-12-46	3.6666666666666665	0.4982917308807373
attack	mag_1981_322209.txt-3-7	news_1967_726451.txt-39-2	4.0	0.6415325999259949
attack	mag_1981_322209.txt-3-7	news_1991_612479.txt-40-20	2.5	0.3613971471786499
attack	mag_1982_490856.txt-85-5	news_1966_725841.txt-34-33	2.25	0.6530426144599915
attack	mag_1982_490856.txt-85-5	news_1991_612479.txt-40-20	3.5	0.778449296951294
attack	mag_1986_432304.txt-168-36	news_1991_612479.txt-40-20	3.0	0.6606355905532837
attack	mag_1990_342663.txt-0-16	mag_2004_365334.txt-2-9	3.0	0.6525525450706482
attack	mag_1992_396000.txt-164-14	news_1991_612479.txt-40-20	4.0	0.7396187782287598
attack	mag_1993_424232.txt-41-14	mag_2002_371999.txt-12-46	3.0	0.5982037782669067
attack	mag_1994_425594.txt-9-10	news_1991_612479.txt-40-20	3.0	0.46313047409057617
attack	mag_1994_425594.txt-9-10	news_1994_606745.txt-26-26	2.0	0.5518329739570618
attack	mag_2000_368897.txt-14-26	news_1991_612479.txt-40-20	4.0	0.760400116443634
attack	mag_2001_412321.txt-16-4	news_1991_612479.txt-40-20	3.0	0.7503484487533569
attack	mag_2001_416183.txt-158-8	mag_2005_379095.txt-6-29	3.0	0.5671972036361694
attack	mag_2002_371999.txt-12-46	news_1991_612479.txt-40-20	3.5	0.7406561374664307
attack	mag_2002_371999.txt-12-46	nf_1844_749098.txt-1617-40	4.0	0.9113373756408691
attack	mag_2002_371999.txt-12-46	nf_1849_772497.txt-842-8	4.0	0.8737895488739014
attack	mag_2002_387140.txt-2-2	news_1982_671107.txt-19-96	4.0	0.9373258352279663
attack	mag_2002_387140.txt-2-2	news_1991_612479.txt-40-20	3.0	0.7506961226463318
attack	mag_2002_398773.txt-149-9	mag_2005_379002.txt-22-10	4.0	0.9632505178451538
attack	mag_2002_398773.txt-149-9	news_1991_612479.txt-40-20	3.3333333333333335	0.7374935150146484
attack	mag_2004_365334.txt-2-9	news_1965_724563.txt-1-1	3.0	0.36751753091812134
attack	mag_2004_365334.txt-2-9	news_1997_611600.txt-65-2	2.0	0.4617656469345093
attack	mag_2005_379095.txt-6-29	news_1991_612479.txt-40-20	3.0	0.766973078250885
attack	mag_2005_379095.txt-6-29	news_1994_606745.txt-26-26	4.0	0.9509047865867615
attack	mag_2005_397463.txt-63-5	news_1967_726451.txt-39-2	4.0	0.8571076393127441
attack	mag_2005_397463.txt-63-5	news_1991_612479.txt-40-20	3.5	0.7258894443511963
attack	mag_2005_397463.txt-63-5	nf_1962_773607.txt-311-2	4.0	0.2965959310531616
attack	mag_2005_417079.txt-188-8	news_1991_612479.txt-40-20	3.0	0.7224056720733643
attack	mag_2007_387325.txt-12-20	news_1965_724563.txt-1-1	2.0	0.36410754919052124
attack	mag_2007_387325.txt-12-20	news_1984_670941.txt-14-43	2.0	0.3502766191959381
attack	mag_2007_387325.txt-12-20	news_1989_669714.txt-32-21	2.0	0.7238685488700867
attack	mag_2007_387325.txt-12-20	news_1991_612479.txt-40-20	2.6666666666666665	0.7897641658782959
attack	mag_2007_387325.txt-12-20	news_1997_611600.txt-65-2	2.0	0.4273809790611267
attack	mag_2007_387325.txt-12-20	nf_2001_746877.txt-82-18	3.0	0.8387641310691833
attack	news_1960_721229.txt-32-12	news_1994_606745.txt-26-26	3.0	0.4662773609161377
attack	news_1961_721939.txt-37-3	news_1994_606745.txt-26-26	4.0	0.2679150700569153
attack	news_1961_722130.txt-4-23	news_1991_612479.txt-40-20	3.0	0.3746839165687561
attack	news_1961_722130.txt-4-23	nf_1844_749098.txt-1617-40	2.5	0.4786871671676636
attack	news_1964_724184.txt-2-34	news_1984_670941.txt-14-43	3.0	0.5827971696853638
attack	news_1965_724563.txt-1-1	news_1991_612479.txt-40-20	2.5	0.43377402424812317
attack	news_1966_725841.txt-34-33	news_1967_726451.txt-39-2	3.0	0.8753509521484375
attack	news_1966_725841.txt-34-33	news_1972_729986.txt-6-2	4.0	0.408327579498291
attack	news_1966_725841.txt-34-33	news_1982_671107.txt-19-96	4.0	0.946732223033905
attack	news_1966_725841.txt-34-33	nf_1844_749098.txt-536-37	4.0	0.9288704991340637
attack	news_1966_725841.txt-34-33	nf_2001_746295.txt-103-27	3.5	0.8824241161346436
attack	news_1966_725841.txt-34-33	nf_2001_746877.txt-82-18	2.3333333333333335	0.563433051109314
attack	news_1967_726451.txt-39-2	news_1998_626765.txt-4-8	4.0	0.9209380149841309
attack	news_1967_726451.txt-39-2	nf_1832_758144.txt-1353-3	3.5	0.8686893582344055
attack	news_1967_726451.txt-39-2	nf_1849_772497.txt-842-8	4.0	0.9115427732467651
attack	news_1967_726451.txt-39-2	nf_1977_773747.txt-57-27	3.3333333333333335	0.7157288789749146
attack	news_1967_726451.txt-39-2	nf_2004_775819.txt-7-21	4.0	0.8981726765632629
attack	news_1968_727226.txt-22-9	news_1991_612479.txt-40-20	3.0	0.37231916189193726
attack	news_1968_727226.txt-22-9	news_1994_606745.txt-26-26	3.0	0.5128841400146484
attack	news_1972_730421.txt-65-27	news_1982_671107.txt-19-96	4.0	0.9372200965881348
attack	news_1977_733365.txt-24-10	news_1991_612479.txt-40-20	3.0	0.7446329593658447
attack	news_1984_670941.txt-14-43	news_1997_611600.txt-65-2	3.5	0.9425656199455261
attack	news_1986_670444.txt-28-17	news_1991_612479.txt-40-20	3.0	0.7616745233535767
attack	news_1987_669591.txt-19-7	news_1991_612479.txt-40-20	3.0	0.7520402073860168
attack	news_1987_669591.txt-19-7	news_1994_606745.txt-26-26	3.6666666666666665	0.9736019372940063
attack	news_1987_670531.txt-11-7	news_1991_612479.txt-40-20	3.0	0.7306125164031982
attack	news_1987_670531.txt-11-7	news_1998_626765.txt-4-8	4.0	0.98480623960495
attack	news_1989_669714.txt-32-21	news_1991_612479.txt-40-20	2.6666666666666665	0.7701928019523621
attack	news_1991_612479.txt-40-20	news_1992_605779.txt-127-14	3.0	0.3492926359176636
attack	news_1991_612479.txt-40-20	news_2001_661977.txt-17-13	3.5	0.3788996934890747
attack	news_1991_612479.txt-40-20	news_2005_650884.txt-75-29	3.0	0.7672379016876221
attack	news_1991_612479.txt-40-20	nf_1836_747718.txt-1726-17	3.0	0.6845145225524902
attack	news_1991_612479.txt-40-20	nf_1836_747779.txt-1982-14	3.0	0.7017843723297119
attack	news_1991_612479.txt-40-20	nf_1836_749613.txt-2695-7	3.0	0.7337392568588257
attack	news_1991_612479.txt-40-20	nf_1844_749098.txt-1617-40	3.0	0.7223763465881348
attack	news_1991_612479.txt-40-20	nf_1845_748321.txt-2041-23	3.0	0.4030727446079254
attack	news_1991_612479.txt-40-20	nf_1847_754437.txt-1509-47	3.3333333333333335	0.8377875089645386
attack	news_1991_612479.txt-40-20	nf_1962_773607.txt-311-2	3.0	0.2289116531610489
attack	news_1991_612479.txt-40-20	nf_1964_773930.txt-468-27	3.0	0.7640508413314819
attack	news_1991_612479.txt-40-20	nf_1966_773935.txt-336-23	3.3333333333333335	0.7542980909347534
attack	news_1991_612479.txt-40-20	nf_1968_773502.txt-1151-10	3.0	0.42382749915122986
attack	news_1991_612479.txt-40-20	nf_1977_773747.txt-57-27	3.0	0.4269622564315796
attack	news_1991_612479.txt-40-20	nf_1982_774241.txt-1410-26	3.0	0.7344028949737549
attack	news_1991_612479.txt-40-20	nf_1994_773891.txt-987-21	3.5	0.7790144681930542
attack	news_1991_612479.txt-40-20	nf_2001_746877.txt-82-18	3.0	0.8082045912742615
attack	news_1991_612479.txt-40-20	nf_2004_775803.txt-29-4	3.0	0.6575897932052612
attack	news_1991_612479.txt-40-20	nf_2007_775314.txt-41-4	3.0	0.7629133462905884
attack	news_1994_606745.txt-26-26	nf_1821_749178.txt-186-12	3.5	0.954210638999939
attack	news_1994_606745.txt-26-26	nf_1841_762742.txt-1051-5	4.0	0.9608456492424011
attack	news_1997_611600.txt-65-2	nf_2001_746877.txt-82-18	3.0	0.48023247718811035
attack	news_1998_626765.txt-4-8	news_2001_661977.txt-17-13	3.3333333333333335	0.5383033156394958
attack	news_1998_626765.txt-4-8	news_2001_661984.txt-79-12	4.0	0.7994396686553955
attack	news_1998_626765.txt-4-8	nf_2007_775314.txt-41-4	3.0	0.8810445666313171
attack	news_2001_661977.txt-17-13	news_2004_640221.txt-13-20	3.0	0.5211076140403748
attack	news_2005_650884.txt-75-29	nf_1847_754437.txt-3107-5	2.0	0.9100420475006104
attack	nf_1840_768793.txt-1045-33	nf_1977_773747.txt-57-27	4.0	0.7775921821594238
attack	nf_1844_749098.txt-536-37	nf_2001_746295.txt-103-27	4.0	0.9288406372070312
attack	nf_1847_754437.txt-3107-5	nf_1964_773930.txt-468-27	3.0	0.9055821895599365
