	identifier1	identifier2	lemma	dataset	annotator2	annotator5	annotator4	annotator0	annotator1	annotator3	annotator6	annotator8	annotator9	median_label	non_nan_count
424	fic_1850_2310.txt-1321-9	fic_1970_10525.txt-2314-16	afternoon	dwug_en			4.0	4.0						4.0	2
425	fic_1850_2310.txt-1321-9	fic_1971_14051.txt-667-2	afternoon	dwug_en	4.0			4.0		4.0				4.0	3
426	fic_1850_2310.txt-1321-9	fic_1987_780057.txt-318-5	afternoon	dwug_en	4.0			4.0						4.0	2
429	fic_1850_2310.txt-1321-9	fic_1998_43428.txt-168-2	afternoon	dwug_en	4.0	4.0	4.0	4.0						4.0	4
431	fic_1850_2310.txt-1321-9	fic_2008_36241.txt-90-1	afternoon	dwug_en	3.0					4.0				3.5	2
432	fic_1850_2310.txt-1321-9	fic_2009_36384.txt-41-7	afternoon	dwug_en		3.0	4.0							3.5	2
435	fic_1850_2310.txt-1321-9	news_1970_729010.txt-127-17	afternoon	dwug_en	4.0	4.0	4.0							4.0	3
436	fic_1850_2310.txt-1321-9	news_1998_653815.txt-37-5	afternoon	dwug_en		3.0		4.0						3.5	2
438	fic_1850_2310.txt-1321-9	nf_1834_755185.txt-2925-9	afternoon	dwug_en	3.0			4.0						3.5	2
440	fic_1850_7171.txt-326-12	fic_1854_5388.txt-1142-35	afternoon	dwug_en		4.0	4.0	4.0						4.0	3
441	fic_1850_7171.txt-3724-16	fic_1852_69.txt-7946-13	bar	dwug_en		1.0		1.0						1.0	2
443	fic_1850_7171.txt-3724-16	mag_1821_553342.txt-352-17	bar	dwug_en	1.0	1.0	4.0							1.0	3
445	fic_1850_7171.txt-3724-16	mag_2007_390968.txt-43-4	bar	dwug_en	1.0		1.0	3.0						1.0	3
447	fic_1851_3300.txt-1083-18	fic_1852_593.txt-3856-10	afternoon	dwug_en		4.0		4.0						4.0	2
448	fic_1851_3300.txt-1083-18	fic_1854_5388.txt-1142-35	afternoon	dwug_en	4.0			4.0		4.0				4.0	3
453	fic_1851_3300.txt-1083-18	fic_1993_1040090.txt-2612-8	afternoon	dwug_en	4.0	4.0								4.0	2
454	fic_1851_3300.txt-1083-18	fic_1993_25029.txt-3169-3	afternoon	dwug_en			4.0	4.0						4.0	2
457	fic_1851_3300.txt-1083-18	mag_1855_556005.txt-194-2	afternoon	dwug_en				4.0		4.0				4.0	2
458	fic_1851_3300.txt-1083-18	nf_1834_755185.txt-2925-9	afternoon	dwug_en	4.0			4.0		4.0				4.0	3
465	fic_1852_69.txt-6782-7	fic_1997_54614.txt-159-18	afternoon	dwug_en	4.0	4.0								4.0	2
468	fic_1852_69.txt-7946-13	mag_1821_553342.txt-352-17	bar	dwug_en	1.0	1.0		1.0						1.0	3
470	fic_1852_69.txt-7946-13	mag_1999_408585.txt-67-25	bar	dwug_en	1.0			3.0						2.0	2
471	fic_1852_9232.txt-4688-51	fic_1988_10770.txt-925-3	afternoon	dwug_en	4.0			4.0						4.0	2
472	fic_1852_9832.txt-2197-8	mag_1855_556005.txt-194-2	afternoon	dwug_en	4.0			4.0						4.0	2
473	fic_1852_9832.txt-3009-7	fic_1988_10770.txt-925-3	afternoon	dwug_en	4.0	4.0								4.0	2
476	fic_1852_9832.txt-5278-50	mag_2007_390968.txt-43-4	bar	dwug_en		2.0		1.0						1.5	2
478	fic_1852_9832.txt-757-5	fic_1854_5388.txt-1142-35	afternoon	dwug_en	4.0			4.0						4.0	2
479	fic_1852_9832.txt-757-5	fic_1969_10520.txt-3371-43	afternoon	dwug_en		3.0		4.0						3.5	2
480	fic_1852_9832.txt-757-5	fic_1973_10570.txt-2425-28	afternoon	dwug_en		4.0		4.0						4.0	2
481	fic_1852_9832.txt-757-5	fic_1976_23909.txt-198-3	afternoon	dwug_en	4.0	4.0	4.0	4.0						4.0	4
485	fic_1852_9832.txt-757-5	fic_2001_29742.txt-130-10	afternoon	dwug_en	4.0	4.0		4.0						4.0	3
486	fic_1852_9832.txt-757-5	fic_2008_36241.txt-90-1	afternoon	dwug_en				4.0		4.0				4.0	2
488	fic_1852_9832.txt-757-5	mag_1996_424983.txt-549-1	afternoon	dwug_en		4.0	4.0							4.0	2
491	fic_1852_9832.txt-757-5	nf_1857_753133.txt-1759-5	afternoon	dwug_en	4.0			4.0	3.0					4.0	3
492	fic_1852_9832.txt-757-5	nf_2006_776561.txt-30-8	afternoon	dwug_en	3.0			4.0		4.0				4.0	3
493	fic_1853_1170.txt-2289-22	news_1982_671107.txt-19-96	attack	dwug_en		4.0	1.0				3.0			3.0	3
494	fic_1853_1170.txt-2289-22	news_1991_612479.txt-40-20	attack	dwug_en	4.0	2.0		4.0			2.0	3.0		3.0	5
495	fic_1853_2486.txt-330-33	fic_1968_781997.txt-4233-2	attack	dwug_en		4.0	4.0	4.0						4.0	3
496	fic_1853_2486.txt-330-33	mag_1828_553929.txt-364-34	attack	dwug_en			3.0	2.0			2.0			2.0	3
497	fic_1853_4303.txt-2902-31	fic_1853_7732.txt-4-29	afternoon	dwug_en			4.0	4.0						4.0	2
500	fic_1853_9069.txt-3-11	fic_1993_25016.txt-1330-5	bar	dwug_en	1.0		1.0							1.0	2
503	fic_1853_9142.txt-2686-17	fic_1854_9193.txt-8301-13	attack	dwug_en		3.0		2.0		3.0				3.0	3
506	fic_1853_9142.txt-2686-17	fic_1994_54174.txt-61-23	attack	dwug_en				4.0				3.0		3.5	2
507	fic_1853_9142.txt-2686-17	fic_2002_30623.txt-303-9	attack	dwug_en			4.0	4.0						4.0	2
508	fic_1853_9142.txt-2686-17	fic_2009_36778.txt-461-18	attack	dwug_en				3.0		3.0				3.0	2
509	fic_1853_9142.txt-2686-17	mag_1830_554067.txt-275-32	attack	dwug_en	3.0	3.0		2.0						3.0	3
511	fic_1853_9142.txt-2686-17	mag_1972_278489.txt-11-19	attack	dwug_en			1.0	4.0						2.5	2
512	fic_1853_9142.txt-2686-17	mag_1990_342663.txt-0-16	attack	dwug_en	4.0	2.0		3.0			2.0			2.5	4
515	fic_1853_9142.txt-2686-17	mag_2002_398773.txt-149-9	attack	dwug_en	3.0			3.0						3.0	2
516	fic_1853_9142.txt-2686-17	news_1967_726451.txt-39-2	attack	dwug_en	4.0	3.0		2.0						3.0	3
517	fic_1853_9142.txt-2686-17	news_1982_671107.txt-19-96	attack	dwug_en	2.0	2.0	2.0	2.0						2.0	4
519	fic_1853_9142.txt-2686-17	news_1994_606745.txt-26-26	attack	dwug_en	2.0	2.0		2.0						2.0	3
520	fic_1853_9142.txt-2686-17	news_1997_611600.txt-65-2	attack	dwug_en	2.0							3.0		2.5	2
529	fic_1853_9158.txt-3216-38	fic_1987_780057.txt-1105-25	bar	dwug_en	2.0	3.0								2.5	2
530	fic_1853_9158.txt-3216-38	fic_1999_45403.txt-19-31	bar	dwug_en	1.0	1.0		1.0						1.0	3
531	fic_1853_9158.txt-3216-38	mag_1854_555974.txt-331-28	bar	dwug_en		3.0		2.0						2.5	2
533	fic_1854_5388.txt-1142-35	fic_1855_2965.txt-1882-18	afternoon	dwug_en	4.0		4.0							4.0	2
534	fic_1854_5388.txt-1142-35	fic_1988_10770.txt-925-3	afternoon	dwug_en	4.0					4.0				4.0	2
538	fic_1854_5388.txt-1142-35	fic_2006_31500.txt-95-14	afternoon	dwug_en	4.0	3.0								3.5	2
539	fic_1854_5388.txt-1142-35	fic_2007_34112.txt-95-13	afternoon	dwug_en	3.0				3.0					3.0	2
541	fic_1854_5388.txt-1142-35	news_1992_605805.txt-59-34	afternoon	dwug_en	4.0	4.0	4.0							4.0	3
542	fic_1854_5388.txt-1142-35	nf_1834_755185.txt-2925-9	afternoon	dwug_en	3.0				4.0					3.5	2
545	fic_1854_9193.txt-1299-7	fic_2002_47139.txt-175-11	bar	dwug_en	1.0	1.0								1.0	2
549	fic_1854_9193.txt-8301-13	mag_1822_553405.txt-345-25	attack	dwug_en	4.0	3.0		2.0						3.0	3
550	fic_1854_9193.txt-8301-13	mag_1822_553405.txt-347-16	attack	dwug_en		4.0		2.0						3.0	2
551	fic_1854_9193.txt-8301-13	mag_1838_554586.txt-186-30	attack	dwug_en		4.0	3.0							3.5	2
553	fic_1854_9193.txt-8301-13	mag_1846_524014.txt-303-22	attack	dwug_en		3.0		2.0			2.0			2.0	3
555	fic_1854_9193.txt-8301-13	mag_1968_212735.txt-7-17	attack	dwug_en	4.0	3.0	4.0							4.0	3
557	fic_1854_9193.txt-8301-13	news_1965_724715.txt-15-7	attack	dwug_en		3.0	3.0	2.0						3.0	3
562	fic_1854_9193.txt-8301-13	news_2005_650884.txt-75-29	attack	dwug_en		3.0	3.0	2.0						3.0	3
563	fic_1854_9193.txt-8301-13	nf_1859_747415.txt-25-18	attack	dwug_en		4.0	4.0							4.0	2
564	fic_1854_9193.txt-8301-13	nf_2004_775803.txt-29-4	attack	dwug_en		4.0	4.0							4.0	2
566	fic_1855_1209.txt-770-29	mag_1828_553929.txt-364-34	attack	dwug_en		3.0		2.0			2.0			2.0	3
569	fic_1855_2965.txt-1490-13	mag_1855_556005.txt-194-2	afternoon	dwug_en		4.0		4.0						4.0	2
571	fic_1855_2965.txt-376-3	news_1982_671107.txt-19-96	attack	dwug_en			4.0	4.0						4.0	2
574	fic_1856_1281.txt-1476-24	fic_2000_52518.txt-317-5	bar	dwug_en	4.0		4.0							4.0	2
575	fic_1856_1281.txt-3974-34	fic_1993_25016.txt-1330-5	bar	dwug_en			1.0	1.0						1.0	2
576	fic_1856_1281.txt-3974-34	fic_1999_45403.txt-19-31	bar	dwug_en		1.0		1.0						1.0	2
582	fic_1856_1562.txt-1235-42	fic_2002_47139.txt-175-11	bar	dwug_en		1.0	4.0							2.5	2
585	fic_1856_1562.txt-456-6	fic_2005_32805.txt-98-8	bar	dwug_en		2.0	1.0							1.5	2
587	fic_1856_1562.txt-456-6	mag_1854_555974.txt-331-28	bar	dwug_en	1.0		1.0							1.0	2
589	fic_1856_1562.txt-456-6	nf_1827_748059.txt-780-6	bar	dwug_en	1.0						1.0			1.0	2
590	fic_1856_2470.txt-4333-27	fic_1993_25016.txt-1330-5	bar	dwug_en	1.0	1.0		1.0						1.0	3
591	fic_1856_2470.txt-4333-27	fic_1999_45403.txt-19-31	bar	dwug_en	1.0	2.0								1.5	2
592	fic_1856_2470.txt-4333-27	mag_1854_555965.txt-99-21	bar	dwug_en				4.0			3.0			3.5	2
593	fic_1856_2470.txt-4333-27	mag_2007_390968.txt-43-4	bar	dwug_en		2.0	1.0	1.0						1.0	3
601	fic_1856_2470.txt-7252-13	mag_1846_524014.txt-277-34	attack	dwug_en		3.0		4.0						3.5	2
602	fic_1856_2470.txt-7252-13	mag_1854_555935.txt-131-30	attack	dwug_en	2.0	2.0	3.0	2.0		2.0	2.0			2.0	6
606	fic_1856_2470.txt-7252-13	news_1972_730368.txt-11-20	attack	dwug_en	4.0			4.0						4.0	2
607	fic_1856_2470.txt-7252-13	news_1992_605779.txt-127-14	attack	dwug_en	4.0		3.0							3.5	2
609	fic_1856_2655.txt-4746-13	mag_1828_553929.txt-364-34	attack	dwug_en				2.0			2.0			2.0	2
610	fic_1856_2655.txt-4746-13	news_1966_725841.txt-34-33	attack	dwug_en	4.0	3.0		4.0						4.0	3
611	fic_1856_2655.txt-4746-13	news_1982_671107.txt-19-96	attack	dwug_en		3.0		4.0						3.5	2
612	fic_1856_9779.txt-7124-6	news_1991_612479.txt-40-20	attack	dwug_en	4.0	2.0	3.0							3.0	3
613	fic_1856_9779.txt-7124-6	news_1998_626765.txt-4-8	attack	dwug_en	3.0		4.0							3.5	2
626	fic_1857_3100.txt-1597-1	nf_2006_776561.txt-30-8	afternoon	dwug_en			4.0	4.0						4.0	2
627	fic_1857_9075.txt-4573-21	mag_1828_553929.txt-364-34	attack	dwug_en	3.0	3.0								3.0	2
628	fic_1858_1282.txt-1444-24	fic_1982_780051.txt-4396-7	attack	dwug_en		2.0		4.0						3.0	2
631	fic_1858_1282.txt-1444-24	mag_1828_553929.txt-364-34	attack	dwug_en	3.0		2.0	2.0						2.0	3
637	fic_1858_1282.txt-1444-24	news_1984_670941.txt-14-43	attack	dwug_en				2.0				3.0	1.0	2.0	3
638	fic_1858_1282.txt-1444-24	news_1997_611600.txt-65-2	attack	dwug_en								3.0	2.0	2.5	2
640	fic_1858_9768.txt-412-5	fic_2008_36241.txt-90-1	afternoon	dwug_en		4.0	4.0	4.0						4.0	3
641	fic_1858_9768.txt-412-5	mag_1850_565942.txt-396-5	afternoon	dwug_en	4.0	4.0								4.0	2
642	fic_1859_9037.txt-2260-41	mag_1840_586558.txt-356-49	attack	dwug_en								4.0	2.0	3.0	2
644	fic_1859_9037.txt-2260-41	news_1994_606745.txt-26-26	attack	dwug_en	2.0					2.0	2.0			2.0	3
648	fic_1859_9192.txt-10215-27	mag_1854_555974.txt-331-28	bar	dwug_en	1.0	2.0								1.5	2
650	fic_1859_9192.txt-10215-27	nf_1857_753133.txt-433-14	bar	dwug_en	1.0	1.0								1.0	2
652	fic_1859_9192.txt-7101-1	mag_1825_553676.txt-2-14	bar	dwug_en		1.0					1.0			1.0	2
653	fic_1859_9192.txt-7101-1	mag_1854_555974.txt-331-28	bar	dwug_en	1.0		1.0	3.0						1.0	3
654	fic_1859_9192.txt-7101-1	mag_2007_390968.txt-43-4	bar	dwug_en	1.0			1.0						1.0	2
655	fic_1859_9192.txt-7101-1	nf_1969_774314.txt-1846-17	bar	dwug_en				4.0			4.0			4.0	2
656	fic_1859_9220.txt-7735-27	fic_1999_45403.txt-19-31	bar	dwug_en	1.0	4.0		1.0						1.0	3
657	fic_1859_9220.txt-7735-27	mag_1854_555965.txt-99-21	bar	dwug_en		1.0		4.0						2.5	2
658	fic_1859_9220.txt-7735-27	mag_1854_555974.txt-331-28	bar	dwug_en	1.0			1.0						1.0	2
660	fic_1859_9220.txt-7735-27	mag_2007_390968.txt-43-4	bar	dwug_en	1.0		1.0							1.0	2
662	fic_1860_616.txt-3119-6	mag_1855_556005.txt-194-2	afternoon	dwug_en	4.0	3.0								3.5	2
665	fic_1860_7915.txt-320-87	mag_1854_555974.txt-331-28	bar	dwug_en	1.0	2.0		3.0						2.0	3
668	fic_1860_8118.txt-4019-8	fic_1993_25016.txt-1330-5	bar	dwug_en		2.0	1.0							1.5	2
669	fic_1860_8118.txt-4019-8	fic_1999_45403.txt-19-31	bar	dwug_en		1.0	1.0							1.0	2
670	fic_1860_8118.txt-4019-8	fic_2000_52518.txt-317-5	bar	dwug_en	1.0		1.0							1.0	2
671	fic_1860_8118.txt-4019-8	mag_2007_390968.txt-43-4	bar	dwug_en		2.0		1.0						1.5	2
673	fic_1860_8118.txt-4037-43	mag_1828_553929.txt-364-34	attack	dwug_en	3.0			2.0			2.0			2.0	3
674	fic_1860_8118.txt-4037-43	mag_1840_586497.txt-150-6	attack	dwug_en			4.0	4.0						4.0	2
675	fic_1860_9817.txt-1654-35	fic_1992_40272.txt-627-18	afternoon	dwug_en	4.0	3.0	4.0							4.0	3
677	fic_1860_9817.txt-2290-22	news_1998_626765.txt-4-8	attack	dwug_en	4.0			4.0						4.0	2
678	fic_1960_10402.txt-8830-8	mag_1980_491790.txt-342-2	afternoon	dwug_en	4.0			4.0						4.0	2
682	fic_1961_10411.txt-512-33	mag_2007_390968.txt-43-4	bar	dwug_en	1.0	3.0					3.0			3.0	3
684	fic_1961_10413.txt-1517-3	fic_1999_45403.txt-19-31	bar	dwug_en	4.0			3.0						3.5	2
685	fic_1961_10413.txt-1517-3	fic_2000_52518.txt-317-5	bar	dwug_en		4.0		4.0						4.0	2
687	fic_1962_10417.txt-5617-32	fic_2002_47139.txt-175-11	bar	dwug_en	4.0	2.0		4.0						4.0	3
688	fic_1962_10417.txt-5617-32	mag_1854_555974.txt-331-28	bar	dwug_en	1.0			1.0						1.0	2
691	fic_1962_10417.txt-9433-20	news_1966_725841.txt-34-33	attack	dwug_en	4.0	3.0								3.5	2
692	fic_1962_14199.txt-2624-7	fic_2008_36241.txt-90-1	afternoon	dwug_en		4.0	4.0	4.0						4.0	3
693	fic_1962_23789.txt-370-2	fic_1997_54614.txt-159-18	afternoon	dwug_en	4.0			4.0						4.0	2
695	fic_1962_781986.txt-3553-2	news_1991_612479.txt-40-20	attack	dwug_en	3.0		2.0							2.5	2
697	fic_1963_10432.txt-11288-2	fic_2002_47139.txt-175-11	bar	dwug_en	4.0	4.0		4.0						4.0	3
700	fic_1963_10441.txt-521-7	mag_1854_555974.txt-331-28	bar	dwug_en	1.0	2.0								1.5	2
701	fic_1963_10441.txt-521-7	mag_1977_490797.txt-632-9	bar	dwug_en		2.0		4.0						3.0	2
702	fic_1963_10441.txt-521-7	mag_2007_390968.txt-43-4	bar	dwug_en		2.0	1.0							1.5	2
706	fic_1963_23799.txt-145-1	fic_1999_45403.txt-19-31	bar	dwug_en	4.0	4.0		4.0			4.0			4.0	4
707	fic_1963_23799.txt-145-1	fic_2000_52518.txt-317-5	bar	dwug_en	4.0	2.0		3.0			4.0			3.5	4
708	fic_1963_23799.txt-145-1	mag_1854_555974.txt-331-28	bar	dwug_en	1.0	1.0		1.0						1.0	3
711	fic_1964_10454.txt-1540-19	fic_2000_52518.txt-317-5	bar	dwug_en	4.0			3.0						3.5	2
714	fic_1964_16147.txt-1777-7	fic_1993_25016.txt-1330-5	bar	dwug_en		1.0		1.0						1.0	2
716	fic_1964_16147.txt-1777-7	news_2000_633241.txt-70-5	bar	dwug_en				4.0			4.0			4.0	2
717	fic_1964_781988.txt-1664-7	fic_1997_54614.txt-159-18	afternoon	dwug_en	4.0			4.0						4.0	2
718	fic_1965_10457.txt-1390-16	fic_1993_25016.txt-1330-5	bar	dwug_en		1.0	1.0	1.0						1.0	3
720	fic_1965_10457.txt-1390-16	mag_2007_390968.txt-43-4	bar	dwug_en		2.0	1.0							1.5	2
728	fic_1965_10467.txt-3637-5	nf_1857_753133.txt-1759-5	afternoon	dwug_en	4.0		4.0							4.0	2
730	fic_1966_10469.txt-1265-9	fic_2005_32805.txt-98-8	bar	dwug_en	4.0	2.0	1.0	4.0			3.0			3.0	5
732	fic_1966_10469.txt-1265-9	mag_1835_565085.txt-133-11	bar	dwug_en				1.0		1.0				1.0	2
733	fic_1966_10469.txt-1265-9	mag_1854_555974.txt-331-28	bar	dwug_en	1.0					1.0				1.0	2
734	fic_1966_10469.txt-1265-9	mag_2007_390968.txt-43-4	bar	dwug_en	1.0				3.0					2.0	2
735	fic_1966_10469.txt-1265-9	nf_1852_771569.txt-558-20	bar	dwug_en				1.0	1.0	2.0				1.0	3
736	fic_1966_10473.txt-3245-16	fic_1993_25016.txt-1330-5	bar	dwug_en		4.0	1.0	2.0						2.0	3
738	fic_1966_10473.txt-3245-16	fic_2002_47139.txt-175-11	bar	dwug_en		1.0		3.0						2.0	2
739	fic_1966_10473.txt-3245-16	fic_2005_32805.txt-98-8	bar	dwug_en	1.0			3.0			4.0			3.0	3
741	fic_1966_10473.txt-3245-16	nf_1969_774314.txt-1305-14	bar	dwug_en				2.0			1.0			1.5	2
743	fic_1966_781993.txt-4419-9	nf_1834_755185.txt-2925-9	afternoon	dwug_en	4.0	4.0								4.0	2
750	fic_1968_24508.txt-1410-5	fic_2000_52518.txt-317-5	bar	dwug_en	4.0	4.0								4.0	2
752	fic_1968_781997.txt-4233-2	fic_2001_13289.txt-335-18	attack	dwug_en		2.0		3.0						2.5	2
753	fic_1968_781997.txt-4233-2	mag_1832_564345.txt-180-28	attack	dwug_en	4.0	4.0								4.0	2
760	fic_1968_781997.txt-4233-2	news_1972_729986.txt-6-2	attack	dwug_en	3.0			3.0						3.0	2
761	fic_1968_781997.txt-4233-2	news_1991_612479.txt-40-20	attack	dwug_en	3.0		3.0	3.0	4.0	3.0				3.0	5
763	fic_1968_781997.txt-4233-2	nf_1836_747718.txt-1726-17	attack	dwug_en	4.0	3.0	4.0							4.0	3
764	fic_1968_781997.txt-4233-2	nf_1840_768793.txt-1045-33	attack	dwug_en		4.0	4.0							4.0	2
765	fic_1968_781997.txt-4233-2	nf_1844_749098.txt-1617-40	attack	dwug_en		4.0	4.0							4.0	2
766	fic_1969_10517.txt-622-7	fic_1995_53011.txt-273-18	bar	dwug_en	1.0	1.0								1.0	2
769	fic_1969_10517.txt-622-7	mag_1999_408585.txt-67-25	bar	dwug_en	1.0	2.0					2.0			2.0	3
772	fic_1970_10535.txt-1319-11	mag_1854_555974.txt-331-28	bar	dwug_en	1.0	2.0	1.0							1.0	3
776	fic_1970_782002.txt-1125-14	fic_2002_47139.txt-175-11	bar	dwug_en			4.0	3.0			4.0			4.0	3
777	fic_1970_782002.txt-1125-14	mag_1821_553342.txt-352-17	bar	dwug_en	1.0	1.0	1.0	1.0						1.0	4
778	fic_1970_782002.txt-1125-14	mag_1854_555974.txt-331-28	bar	dwug_en		1.0	1.0							1.0	2
781	fic_1970_782004.txt-928-31	fic_1993_25016.txt-1330-5	bar	dwug_en	1.0		1.0	3.0						1.0	3
782	fic_1970_782004.txt-928-31	fic_2000_52518.txt-317-5	bar	dwug_en			1.0	2.0						1.5	2
783	fic_1970_782004.txt-928-31	fic_2005_32805.txt-98-8	bar	dwug_en	1.0		1.0							1.0	2
789	fic_1971_14051.txt-667-2	mag_1854_555969.txt-139-11	afternoon	dwug_en	4.0		4.0							4.0	2
792	fic_1971_14051.txt-667-2	mag_1997_428407.txt-43-45	afternoon	dwug_en		3.0	4.0	4.0						4.0	3
793	fic_1971_14051.txt-667-2	nf_1834_755185.txt-2925-9	afternoon	dwug_en				4.0	4.0					4.0	2
794	fic_1971_14051.txt-667-2	nf_1849_762578.txt-1803-0	afternoon	dwug_en	4.0			4.0						4.0	2
795	fic_1971_23878.txt-100-32	fic_1997_54614.txt-159-18	afternoon	dwug_en	4.0		4.0							4.0	2
796	fic_1971_782009.txt-2373-20	fic_2007_34112.txt-95-13	afternoon	dwug_en		4.0	4.0	4.0						4.0	3
797	fic_1973_16200.txt-63-11	fic_1993_25016.txt-1330-5	bar	dwug_en		1.0		2.0						1.5	2
798	fic_1973_16200.txt-63-11	fic_2005_32805.txt-98-8	bar	dwug_en	4.0			3.0						3.5	2
799	fic_1973_16200.txt-63-11	mag_2007_390968.txt-43-4	bar	dwug_en	3.0		1.0							2.0	2
804	fic_1973_780108.txt-2947-19	fic_1993_25016.txt-1330-5	bar	dwug_en	1.0	2.0								1.5	2
806	fic_1973_780108.txt-2947-19	nf_1846_748061.txt-1284-3	bar	dwug_en				4.0			4.0			4.0	2
809	fic_1974_782013.txt-1545-5	mag_1980_491790.txt-342-2	afternoon	dwug_en	4.0		4.0	4.0						4.0	3
810	fic_1976_10617.txt-1529-5	news_1991_612479.txt-40-20	attack	dwug_en	4.0	2.0		3.0						3.0	3
811	fic_1976_23910.txt-121-6	nf_1834_755185.txt-2925-9	afternoon	dwug_en	4.0			4.0						4.0	2
812	fic_1976_780158.txt-4351-7	fic_2005_32805.txt-98-8	bar	dwug_en	4.0	4.0	4.0							4.0	3
813	fic_1976_780158.txt-4351-7	mag_1854_555974.txt-331-28	bar	dwug_en	1.0	2.0								1.5	2
814	fic_1976_780158.txt-4351-7	mag_2007_390968.txt-43-4	bar	dwug_en		3.0		4.0						3.5	2
815	fic_1977_10624.txt-816-11	mag_1828_553929.txt-364-34	attack	dwug_en	3.0		4.0							3.5	2
816	fic_1977_780095.txt-189-7	fic_1993_25016.txt-1330-5	bar	dwug_en		1.0	1.0	1.0						1.0	3
817	fic_1977_780095.txt-189-7	fic_2002_47139.txt-175-11	bar	dwug_en	3.0	4.0		3.0						3.0	3
818	fic_1977_780095.txt-189-7	mag_1821_553342.txt-352-17	bar	dwug_en	1.0	2.0								1.5	2
821	fic_1977_780102.txt-1079-6	fic_1992_40272.txt-627-18	afternoon	dwug_en	3.0		4.0	4.0						4.0	3
822	fic_1978_10636.txt-27104-7	fic_1993_25016.txt-1330-5	bar	dwug_en	1.0			1.0						1.0	2
823	fic_1978_10636.txt-27104-7	fic_2002_47139.txt-175-11	bar	dwug_en				3.0			1.0			2.0	2
826	fic_1978_10636.txt-27104-7	mag_1854_555974.txt-331-28	bar	dwug_en	1.0	1.0								1.0	2
829	fic_1978_10636.txt-842-8	fic_2002_47139.txt-175-11	bar	dwug_en			4.0	3.0						3.5	2
830	fic_1978_10636.txt-842-8	fic_2005_32805.txt-98-8	bar	dwug_en	4.0		1.0	3.0						3.0	3
833	fic_1978_23929.txt-76-14	mag_1821_553342.txt-352-17	bar	dwug_en			1.0	1.0						1.0	2
834	fic_1978_23929.txt-76-14	mag_2007_390968.txt-43-4	bar	dwug_en	1.0		1.0							1.0	2
835	fic_1978_23929.txt-76-14	news_1982_668343.txt-120-14	bar	dwug_en		1.0		1.0						1.0	2
839	fic_1980_780048.txt-1170-3	nf_2006_776561.txt-30-8	afternoon	dwug_en		4.0	4.0	4.0						4.0	3
840	fic_1981_780049.txt-3544-12	fic_1993_25016.txt-1330-5	bar	dwug_en	1.0		1.0							1.0	2
841	fic_1981_780049.txt-3544-12	fic_1999_45403.txt-19-31	bar	dwug_en	4.0			3.0						3.5	2
842	fic_1981_780049.txt-3544-12	fic_2002_47139.txt-175-11	bar	dwug_en	3.0	2.0	4.0				4.0			3.5	4
843	fic_1982_13389.txt-1305-4	fic_1993_25016.txt-1330-5	bar	dwug_en		2.0	1.0							1.5	2
844	fic_1982_13389.txt-1305-4	mag_1821_553342.txt-352-17	bar	dwug_en	1.0	1.0		1.0						1.0	3
845	fic_1982_13389.txt-1305-4	mag_1854_555974.txt-331-28	bar	dwug_en	1.0						1.0			1.0	2
846	fic_1982_13389.txt-1305-4	mag_2007_390968.txt-43-4	bar	dwug_en	3.0			3.0						3.0	2
847	fic_1982_780051.txt-4396-7	mag_1828_553929.txt-364-34	attack	dwug_en			1.0	2.0						1.5	2
848	fic_1982_780051.txt-4396-7	mag_1845_555245.txt-299-1	attack	dwug_en		2.0	1.0	3.0						2.0	3
853	fic_1982_780070.txt-3698-5	mag_1828_553929.txt-364-34	attack	dwug_en	3.0	2.0		3.0			2.0			2.5	4
858	fic_1983_23972.txt-314-7	mag_2007_390968.txt-43-4	bar	dwug_en	3.0	2.0		4.0						3.0	3
859	fic_1983_23972.txt-314-7	nf_1846_748061.txt-1284-3	bar	dwug_en		1.0					1.0			1.0	2
860	fic_1983_782026.txt-2184-5	fic_1987_780057.txt-318-5	afternoon	dwug_en		3.0	4.0							3.5	2
861	fic_1984_14628.txt-868-5	fic_1992_40272.txt-627-18	afternoon	dwug_en	4.0		4.0	4.0						4.0	3
