	identifier1	identifier2	lemma	dataset	annotator2	annotator5	annotator4	annotator0	annotator1	annotator3	annotator6	annotator8	annotator9	median_label	non_nan_count
1258	fic_2009_36786.txt-91-3	mag_1854_555974.txt-331-28	bar	dwug_en		2.0	1.0							1.5	2
1263	mag_1821_553342.txt-352-17	mag_1825_553676.txt-2-14	bar	dwug_en	4.0	3.0								3.5	2
1264	mag_1821_553342.txt-352-17	mag_1827_553785.txt-135-6	bar	dwug_en	4.0	4.0		4.0						4.0	3
1270	mag_1821_553342.txt-352-17	mag_1853_590222.txt-112-20	bar	dwug_en	3.0	4.0		4.0						4.0	3
1271	mag_1821_553342.txt-352-17	mag_1854_555965.txt-99-21	bar	dwug_en	4.0	4.0		4.0						4.0	3
1272	mag_1821_553342.txt-352-17	mag_1854_555974.txt-331-28	bar	dwug_en	1.0			1.0	2.0	1.0				1.0	4
1273	mag_1821_553342.txt-352-17	mag_1977_490797.txt-632-9	bar	dwug_en	1.0			1.0						1.0	2
1274	mag_1821_553342.txt-352-17	mag_1983_432145.txt-116-0	bar	dwug_en			4.0	1.0			1.0			1.0	3
1275	mag_1821_553342.txt-352-17	mag_1989_492439.txt-6-25	bar	dwug_en	1.0	1.0	1.0							1.0	3
1276	mag_1821_553342.txt-352-17	mag_1995_414327.txt-11-1	bar	dwug_en	1.0			1.0						1.0	2
1277	mag_1821_553342.txt-352-17	mag_1996_426302.txt-31-32	bar	dwug_en	1.0			1.0						1.0	2
1278	mag_1821_553342.txt-352-17	mag_1999_408585.txt-67-25	bar	dwug_en		1.0		1.0						1.0	2
1280	mag_1821_553342.txt-352-17	mag_2005_396762.txt-36-69	bar	dwug_en		1.0		1.0						1.0	2
1282	mag_1821_553342.txt-352-17	mag_2007_391441.txt-3-8	bar	dwug_en	1.0	1.0								1.0	2
1284	mag_1821_553342.txt-352-17	news_2006_629441.txt-53-23	bar	dwug_en	1.0		1.0							1.0	2
1286	mag_1821_553342.txt-352-17	nf_1834_747621.txt-461-14	bar	dwug_en	1.0	1.0	1.0							1.0	3
1287	mag_1821_553342.txt-352-17	nf_1834_747938.txt-891-22	bar	dwug_en	1.0	2.0	1.0	1.0						1.0	4
1288	mag_1821_553342.txt-352-17	nf_1834_747938.txt-892-30	bar	dwug_en	1.0		1.0	1.0						1.0	3
1290	mag_1821_553342.txt-352-17	nf_1844_747607.txt-6839-38	bar	dwug_en	1.0			4.0						2.5	2
1291	mag_1821_553342.txt-352-17	nf_1857_753133.txt-433-14	bar	dwug_en	4.0	3.0		4.0						4.0	3
1294	mag_1822_553405.txt-347-16	news_1991_612479.txt-40-20	attack	dwug_en	3.0	3.0								3.0	2
1295	mag_1823_553456.txt-249-22	news_1966_725841.txt-34-33	attack	dwug_en	4.0		2.0	3.0			2.0			2.5	4
1296	mag_1823_553456.txt-249-22	news_1991_612479.txt-40-20	attack	dwug_en	3.0			4.0						3.5	2
1297	mag_1825_553587.txt-287-46	mag_1854_555974.txt-331-28	bar	dwug_en	1.0		1.0	1.0						1.0	3
1299	mag_1825_553609.txt-140-54	news_1967_726451.txt-39-2	attack	dwug_en		4.0	4.0	4.0						4.0	3
1300	mag_1825_553609.txt-140-54	news_1991_612479.txt-40-20	attack	dwug_en	3.0			3.0						3.0	2
1302	mag_1825_553676.txt-2-14	mag_1854_555974.txt-331-28	bar	dwug_en		1.0	1.0							1.0	2
1304	mag_1825_553676.txt-2-14	nf_1833_747463.txt-185-12	bar	dwug_en	4.0						4.0			4.0	2
1306	mag_1825_553676.txt-2-14	nf_1852_771569.txt-558-20	bar	dwug_en	1.0	1.0								1.0	2
1307	mag_1827_553785.txt-135-6	mag_1854_555974.txt-331-28	bar	dwug_en	1.0	1.0	1.0							1.0	3
1314	mag_1828_553911.txt-101-18	mag_2007_390968.txt-43-4	bar	dwug_en			1.0	1.0						1.0	2
1315	mag_1828_553911.txt-101-18	news_1982_668343.txt-120-14	bar	dwug_en	1.0	1.0		1.0						1.0	3
1318	mag_1828_553929.txt-364-34	mag_1830_554067.txt-275-32	attack	dwug_en		3.0		4.0						3.5	2
1320	mag_1828_553929.txt-364-34	mag_1832_564345.txt-180-28	attack	dwug_en				2.0			2.0			2.0	2
1322	mag_1828_553929.txt-364-34	mag_1838_554586.txt-186-30	attack	dwug_en		3.0		2.0						2.5	2
1327	mag_1828_553929.txt-364-34	mag_1840_586558.txt-81-14	attack	dwug_en	3.0			3.0						3.0	2
1328	mag_1828_553929.txt-364-34	mag_1845_555245.txt-102-19	attack	dwug_en	4.0			3.0						3.5	2
1330	mag_1828_553929.txt-364-34	mag_1846_524014.txt-303-22	attack	dwug_en	3.0	3.0		2.0			2.0			2.5	4
1331	mag_1828_553929.txt-364-34	mag_1849_525337.txt-118-18	attack	dwug_en		2.0	4.0				4.0			4.0	3
1332	mag_1828_553929.txt-364-34	mag_1853_590234.txt-200-60	attack	dwug_en		3.0		2.0						2.5	2
1333	mag_1828_553929.txt-364-34	mag_1854_555935.txt-131-30	attack	dwug_en	2.0	4.0		2.0			2.0			2.0	4
1334	mag_1828_553929.txt-364-34	mag_1856_566684.txt-393-12	attack	dwug_en	3.0	3.0								3.0	2
1336	mag_1828_553929.txt-364-34	mag_1858_506134.txt-148-19	attack	dwug_en	3.0	3.0		2.0						3.0	3
1338	mag_1828_553929.txt-364-34	mag_1962_492071.txt-8-21	attack	dwug_en	3.0	2.0	3.0	2.0						2.5	4
1340	mag_1828_553929.txt-364-34	mag_1970_282294.txt-7-3	attack	dwug_en	3.0		2.0							2.5	2
1341	mag_1828_553929.txt-364-34	mag_1970_315464.txt-8-1	attack	dwug_en		3.0		2.0			3.0			3.0	3
1343	mag_1828_553929.txt-364-34	mag_1978_318618.txt-11-36	attack	dwug_en		3.0	4.0	2.0						3.0	3
1344	mag_1828_553929.txt-364-34	mag_1980_296744.txt-5-30	attack	dwug_en		3.0	3.0							3.0	2
1345	mag_1828_553929.txt-364-34	mag_1981_295135.txt-17-16	attack	dwug_en	4.0		4.0							4.0	2
1346	mag_1828_553929.txt-364-34	mag_1981_322209.txt-3-7	attack	dwug_en				4.0					3.0	3.5	2
1347	mag_1828_553929.txt-364-34	mag_1984_299534.txt-14-19	attack	dwug_en	3.0		3.0	2.0						3.0	3
1348	mag_1828_553929.txt-364-34	mag_1990_342663.txt-0-16	attack	dwug_en	4.0	3.0	3.0	2.0						3.0	4
1349	mag_1828_553929.txt-364-34	mag_1990_397100.txt-83-6	attack	dwug_en	4.0		3.0							3.5	2
1354	mag_1828_553929.txt-364-34	mag_2002_397275.txt-24-3	attack	dwug_en		3.0	3.0							3.0	2
1355	mag_1828_553929.txt-364-34	mag_2004_365334.txt-2-9	attack	dwug_en		2.0		2.0			2.0			2.0	3
1356	mag_1828_553929.txt-364-34	mag_2005_379002.txt-22-10	attack	dwug_en		2.0					2.0			2.0	2
1357	mag_1828_553929.txt-364-34	mag_2005_379087.txt-0-11	attack	dwug_en	4.0		3.0	2.0						3.0	3
1358	mag_1828_553929.txt-364-34	news_1960_721229.txt-32-12	attack	dwug_en	4.0			4.0						4.0	2
1362	mag_1828_553929.txt-364-34	news_1967_726451.txt-39-2	attack	dwug_en				2.0			2.0			2.0	2
1363	mag_1828_553929.txt-364-34	news_1972_729986.txt-6-2	attack	dwug_en		4.0	4.0	4.0						4.0	3
1364	mag_1828_553929.txt-364-34	news_1972_730368.txt-11-20	attack	dwug_en		3.0	2.0							2.5	2
1367	mag_1828_553929.txt-364-34	news_1991_612479.txt-40-20	attack	dwug_en	3.0	3.0	3.0	2.0						3.0	4
1368	mag_1828_553929.txt-364-34	news_1992_605779.txt-41-29	attack	dwug_en	3.0	3.0		2.0						3.0	3
1369	mag_1828_553929.txt-364-34	news_1997_611600.txt-65-2	attack	dwug_en			3.0	2.0			2.0			2.0	3
1371	mag_1828_553929.txt-364-34	news_2004_640221.txt-13-20	attack	dwug_en	3.0	2.0	3.0							3.0	3
1373	mag_1828_553929.txt-364-34	nf_1824_747448.txt-3506-12	attack	dwug_en		3.0	3.0							3.0	2
1376	mag_1828_553929.txt-364-34	nf_1832_758144.txt-1353-3	attack	dwug_en	3.0			2.0			2.0			2.0	3
1378	mag_1828_553929.txt-364-34	nf_1840_768793.txt-1045-33	attack	dwug_en		3.0	4.0							3.5	2
1379	mag_1828_553929.txt-364-34	nf_1841_762742.txt-1051-5	attack	dwug_en	3.0	2.0		2.0				4.0		2.5	4
1381	mag_1828_553929.txt-364-34	nf_1844_749098.txt-536-37	attack	dwug_en	4.0			2.0			2.0			2.0	3
1382	mag_1828_553929.txt-364-34	nf_1845_747928.txt-826-66	attack	dwug_en	3.0		4.0	2.0						3.0	3
1384	mag_1828_553929.txt-364-34	nf_1849_772497.txt-842-8	attack	dwug_en	3.0			2.0						2.5	2
1385	mag_1828_553929.txt-364-34	nf_1859_747415.txt-25-18	attack	dwug_en	4.0	2.0	4.0	2.0			4.0			4.0	5
1386	mag_1828_553929.txt-364-34	nf_1975_773861.txt-1436-17	attack	dwug_en	3.0	3.0								3.0	2
1387	mag_1828_553929.txt-364-34	nf_2001_746295.txt-103-27	attack	dwug_en		3.0		2.0						2.5	2
1388	mag_1828_553929.txt-364-34	nf_2004_775819.txt-7-21	attack	dwug_en		2.0		2.0						2.0	2
1389	mag_1828_553929.txt-364-34	nf_2008_774816.txt-78-20	attack	dwug_en	4.0		3.0							3.5	2
1391	mag_1832_564239.txt-203-30	news_1998_626765.txt-4-8	attack	dwug_en	4.0			4.0						4.0	2
1392	mag_1832_564307.txt-140-16	news_1982_671107.txt-19-96	attack	dwug_en	4.0	4.0								4.0	2
1393	mag_1832_564307.txt-140-16	news_1991_612479.txt-40-20	attack	dwug_en	3.0	3.0								3.0	2
1394	mag_1832_564345.txt-180-28	mag_1990_342663.txt-0-16	attack	dwug_en				4.0				4.0		4.0	2
1400	mag_1835_554346.txt-252-23	mag_1854_555974.txt-331-28	bar	dwug_en			1.0	1.0						1.0	2
1404	mag_1838_554638.txt-13-21	news_1991_612479.txt-40-20	attack	dwug_en	3.0	3.0								3.0	2
1406	mag_1838_586203.txt-253-10	mag_2002_398773.txt-149-9	attack	dwug_en				2.0					3.0	2.5	2
1409	mag_1840_586558.txt-356-49	news_1998_626765.txt-4-8	attack	dwug_en	4.0	4.0								4.0	2
1410	mag_1840_586558.txt-81-14	mag_1845_555245.txt-299-1	attack	dwug_en	3.0	3.0								3.0	2
1411	mag_1841_554917.txt-240-4	mag_2007_390968.txt-43-4	bar	dwug_en	1.0			1.0						1.0	2
1416	mag_1841_554975.txt-467-21	nf_1969_774314.txt-1305-14	bar	dwug_en				2.0			2.0			2.0	2
1418	mag_1843_555150.txt-426-40	mag_2007_390968.txt-43-4	bar	dwug_en		1.0		1.0						1.0	2
1419	mag_1843_555150.txt-426-40	nf_1857_753133.txt-433-14	bar	dwug_en	3.0			4.0						3.5	2
1421	mag_1843_565272.txt-372-29	mag_2007_390968.txt-43-4	bar	dwug_en			1.0	1.0						1.0	2
1422	mag_1845_555245.txt-102-19	mag_1845_555245.txt-299-1	attack	dwug_en		3.0	4.0							3.5	2
1423	mag_1845_555245.txt-299-1	mag_1999_397639.txt-186-35	attack	dwug_en		3.0	2.0	3.0						3.0	3
1424	mag_1845_555245.txt-299-1	mag_2000_368897.txt-14-26	attack	dwug_en	3.0	2.0	2.0	2.0			2.0			2.0	5
1426	mag_1845_555245.txt-299-1	mag_2001_416183.txt-158-8	attack	dwug_en	2.0	2.0		3.0						2.0	3
1427	mag_1845_555245.txt-299-1	news_1967_726451.txt-39-2	attack	dwug_en	3.0			2.0		4.0				3.0	3
1429	mag_1845_555245.txt-299-1	news_1991_612479.txt-40-20	attack	dwug_en	2.0	3.0			4.0					3.0	3
1430	mag_1845_555245.txt-299-1	news_1994_606745.txt-26-26	attack	dwug_en	3.0			3.0						3.0	2
1432	mag_1846_524014.txt-26-2	mag_1854_555935.txt-131-30	attack	dwug_en		3.0		3.0						3.0	2
1434	mag_1846_524014.txt-26-2	news_1991_612479.txt-40-20	attack	dwug_en	3.0		4.0							3.5	2
1435	mag_1846_524014.txt-26-2	nf_1829_751465.txt-2786-42	attack	dwug_en				4.0				3.0		3.5	2
1444	mag_1849_525337.txt-118-18	mag_1854_555935.txt-131-30	attack	dwug_en	4.0	2.0	3.0	2.0						2.5	4
1447	mag_1850_589167.txt-126-1	news_1991_612479.txt-40-20	attack	dwug_en	3.0	3.0	3.0							3.0	3
1448	mag_1850_589167.txt-126-1	nf_1982_774241.txt-1410-26	attack	dwug_en								3.0	1.0	2.0	2
1450	mag_1850_589456.txt-285-8	mag_2007_390968.txt-43-4	bar	dwug_en		1.0		1.0						1.0	2
1453	mag_1851_525821.txt-154-28	mag_1854_555974.txt-331-28	bar	dwug_en			1.0	2.0						1.5	2
1455	mag_1853_590163.txt-199-32	mag_2005_379002.txt-22-10	attack	dwug_en	3.0						4.0			3.5	2
1456	mag_1853_590163.txt-199-32	news_1991_612479.txt-40-20	attack	dwug_en		3.0	3.0							3.0	2
1457	mag_1853_590222.txt-112-20	mag_1854_555974.txt-331-28	bar	dwug_en	1.0	1.0		1.0						1.0	3
1459	mag_1853_590222.txt-112-20	nf_1969_774314.txt-1846-17	bar	dwug_en		1.0					1.0			1.0	2
1462	mag_1853_590234.txt-200-60	news_1982_671107.txt-19-96	attack	dwug_en		3.0	4.0							3.5	2
1463	mag_1854_555935.txt-131-30	news_1961_722130.txt-4-23	attack	dwug_en	4.0		2.0	3.0						3.0	3
1464	mag_1854_555935.txt-131-30	news_1982_671107.txt-19-96	attack	dwug_en	2.0		3.0	3.0						3.0	3
1466	mag_1854_555935.txt-131-30	nf_1962_773607.txt-311-2	attack	dwug_en	3.0	2.0		3.0						3.0	3
1468	mag_1854_555935.txt-131-30	nf_1994_773891.txt-987-21	attack	dwug_en		3.0	4.0							3.5	2
1469	mag_1854_555965.txt-99-21	mag_1854_555974.txt-331-28	bar	dwug_en	1.0	1.0								1.0	2
1471	mag_1854_555965.txt-99-21	mag_2004_411262.txt-218-15	bar	dwug_en		3.0					1.0			2.0	2
1472	mag_1854_555965.txt-99-21	news_1973_731109.txt-17-5	bar	dwug_en				4.0			3.0			3.5	2
1473	mag_1854_555965.txt-99-21	news_2007_637878.txt-23-19	bar	dwug_en		1.0					1.0			1.0	2
1476	mag_1854_555965.txt-99-21	nf_1969_774314.txt-1242-6	bar	dwug_en	1.0	1.0								1.0	2
1479	mag_1854_555974.txt-331-28	mag_1854_590346.txt-70-32	bar	dwug_en	1.0		1.0	1.0						1.0	3
1484	mag_1854_555974.txt-331-28	mag_1995_414327.txt-11-1	bar	dwug_en	1.0	2.0								1.5	2
1488	mag_1854_555974.txt-331-28	mag_2009_406395.txt-29-42	bar	dwug_en	3.0		1.0				3.0			3.0	3
1489	mag_1854_555974.txt-331-28	news_1973_731109.txt-17-5	bar	dwug_en	1.0	1.0								1.0	2
1490	mag_1854_555974.txt-331-28	news_1979_734356.txt-17-9	bar	dwug_en		2.0	1.0	1.0						1.0	3
1491	mag_1854_555974.txt-331-28	news_1982_668343.txt-120-14	bar	dwug_en		3.0		3.0						3.0	2
1492	mag_1854_555974.txt-331-28	news_1997_632266.txt-80-10	bar	dwug_en	1.0		1.0							1.0	2
1496	mag_1854_555974.txt-331-28	nf_1833_747716.txt-865-13	bar	dwug_en	1.0			1.0						1.0	2
1499	mag_1854_555974.txt-331-28	nf_1834_747938.txt-891-22	bar	dwug_en			1.0	2.0						1.5	2
1500	mag_1854_555974.txt-331-28	nf_1834_747938.txt-891-26	bar	dwug_en	1.0	1.0		1.0						1.0	3
1501	mag_1854_555974.txt-331-28	nf_1834_747938.txt-892-30	bar	dwug_en	1.0	2.0								1.5	2
1503	mag_1854_555974.txt-331-28	nf_1841_747644.txt-1703-81	bar	dwug_en			1.0	1.0						1.0	2
1504	mag_1854_555974.txt-331-28	nf_1844_747607.txt-3721-35	bar	dwug_en	4.0						3.0			3.5	2
1507	mag_1854_555974.txt-331-28	nf_1850_748019.txt-94-1	bar	dwug_en		4.0		3.0			4.0			4.0	3
1508	mag_1854_555974.txt-331-28	nf_1852_771569.txt-558-20	bar	dwug_en	1.0			1.0		2.0				1.0	3
1510	mag_1854_555974.txt-331-28	nf_1857_753133.txt-433-14	bar	dwug_en		1.0	1.0							1.0	2
1511	mag_1854_555974.txt-331-28	nf_1859_747504.txt-1852-7	bar	dwug_en		1.0	1.0							1.0	2
1512	mag_1854_555974.txt-331-28	nf_1963_774222.txt-1117-19	bar	dwug_en			1.0	1.0						1.0	2
1515	mag_1854_555974.txt-331-28	nf_1996_777016.txt-84-41	bar	dwug_en	1.0	1.0								1.0	2
1519	mag_1855_556005.txt-194-2	mag_1964_312091.txt-0-4	afternoon	dwug_en	4.0		2.0	4.0						4.0	3
1520	mag_1855_556005.txt-194-2	nf_1834_755185.txt-2925-9	afternoon	dwug_en					4.0	4.0				4.0	2
1521	mag_1855_556005.txt-194-2	nf_1854_747477.txt-3338-37	afternoon	dwug_en	4.0	3.0								3.5	2
1525	mag_1856_566684.txt-393-12	news_1967_726451.txt-39-2	attack	dwug_en		3.0	4.0							3.5	2
1529	mag_1968_212735.txt-7-17	news_1991_612479.txt-40-20	attack	dwug_en	4.0	2.0		3.0			2.0			2.5	4
1531	mag_1970_282294.txt-7-3	news_1967_726451.txt-39-2	attack	dwug_en	4.0		1.0	3.0						3.0	3
1533	mag_1972_278489.txt-11-19	mag_2005_379095.txt-6-29	attack	dwug_en								3.0	1.0	2.0	2
1535	mag_1972_278489.txt-11-19	nf_1841_762742.txt-1051-5	attack	dwug_en				2.0					2.0	2.0	2
1537	mag_1977_490785.txt-157-11	mag_2007_390968.txt-43-4	bar	dwug_en	1.0			1.0		3.0				1.0	3
1538	mag_1977_490785.txt-157-11	nf_1852_771569.txt-558-20	bar	dwug_en				1.0		1.0				1.0	2
1539	mag_1977_490789.txt-112-14	mag_2007_390968.txt-43-4	bar	dwug_en		1.0		1.0						1.0	2
1540	mag_1977_490789.txt-112-14	news_1997_632266.txt-80-10	bar	dwug_en	1.0						1.0			1.0	2
1541	mag_1977_490789.txt-112-14	nf_1834_747938.txt-891-22	bar	dwug_en	2.0						2.0			2.0	2
1544	mag_1980_296543.txt-17-11	news_1991_612479.txt-40-20	attack	dwug_en	4.0			3.0						3.5	2
1547	mag_1980_491790.txt-342-2	nf_1857_753133.txt-1759-5	afternoon	dwug_en					4.0	4.0				4.0	2
1548	mag_1981_322209.txt-3-7	mag_2002_371999.txt-12-46	attack	dwug_en	4.0	3.0	4.0							4.0	3
1549	mag_1981_322209.txt-3-7	news_1967_726451.txt-39-2	attack	dwug_en	4.0		4.0							4.0	2
1550	mag_1981_322209.txt-3-7	news_1991_612479.txt-40-20	attack	dwug_en	3.0			2.0						2.5	2
1551	mag_1982_490856.txt-85-5	news_1966_725841.txt-34-33	attack	dwug_en		2.0	2.0	3.0			2.0			2.0	4
1552	mag_1982_490856.txt-85-5	news_1991_612479.txt-40-20	attack	dwug_en			3.0	4.0						3.5	2
1554	mag_1986_432304.txt-168-36	news_1991_612479.txt-40-20	attack	dwug_en			3.0	3.0						3.0	2
1556	mag_1989_492439.txt-6-25	nf_1834_747634.txt-3663-54	bar	dwug_en		2.0	1.0							1.5	2
1566	mag_1999_408585.txt-67-25	news_1973_731109.txt-17-5	bar	dwug_en	1.0			1.0						1.0	2
1571	mag_2001_412321.txt-16-4	news_1991_612479.txt-40-20	attack	dwug_en			3.0	3.0						3.0	2
1573	mag_2001_416721.txt-69-0	mag_2007_390968.txt-43-4	bar	dwug_en	3.0	2.0		4.0						3.0	3
1574	mag_2002_371999.txt-12-46	news_1991_612479.txt-40-20	attack	dwug_en		4.0		3.0						3.5	2
1575	mag_2002_371999.txt-12-46	nf_1844_749098.txt-1617-40	attack	dwug_en	4.0	4.0	4.0							4.0	3
1578	mag_2002_387140.txt-2-2	news_1991_612479.txt-40-20	attack	dwug_en	3.0			3.0						3.0	2
1580	mag_2002_398773.txt-149-9	news_1991_612479.txt-40-20	attack	dwug_en	3.0			3.0				4.0		3.0	3
1581	mag_2002_416592.txt-45-2	mag_2007_390968.txt-43-4	bar	dwug_en	1.0	1.0								1.0	2
1586	mag_2004_411262.txt-218-15	nf_1846_748061.txt-1284-3	bar	dwug_en	2.0			2.0			1.0			2.0	3
1587	mag_2005_379095.txt-6-29	news_1991_612479.txt-40-20	attack	dwug_en		3.0		3.0						3.0	2
1588	mag_2005_379095.txt-6-29	news_1994_606745.txt-26-26	attack	dwug_en		4.0	4.0							4.0	2
1589	mag_2005_396762.txt-36-69	mag_2007_390968.txt-43-4	bar	dwug_en	1.0	2.0								1.5	2
1591	mag_2005_396762.txt-36-69	nf_1857_753133.txt-433-14	bar	dwug_en		1.0		1.0						1.0	2
1592	mag_2005_397463.txt-63-5	news_1967_726451.txt-39-2	attack	dwug_en		4.0		4.0						4.0	2
1593	mag_2005_397463.txt-63-5	news_1991_612479.txt-40-20	attack	dwug_en	4.0	3.0								3.5	2
1595	mag_2005_417079.txt-188-8	news_1991_612479.txt-40-20	attack	dwug_en	3.0	3.0								3.0	2
1600	mag_2007_387325.txt-12-20	news_1991_612479.txt-40-20	attack	dwug_en		2.0	3.0	3.0						3.0	3
1603	mag_2007_390968.txt-43-4	mag_2007_391441.txt-3-8	bar	dwug_en	2.0			4.0						3.0	2
1605	mag_2007_390968.txt-43-4	news_1982_668343.txt-120-14	bar	dwug_en		1.0	1.0	1.0						1.0	3
1621	mag_2009_406395.txt-29-42	nf_1857_753133.txt-433-14	bar	dwug_en	1.0			1.0						1.0	2
1625	news_1961_722130.txt-4-23	nf_1844_749098.txt-1617-40	attack	dwug_en								3.0	2.0	2.5	2
1627	news_1965_724563.txt-1-1	news_1991_612479.txt-40-20	attack	dwug_en		3.0					2.0			2.5	2
1630	news_1966_725841.txt-34-33	news_1982_671107.txt-19-96	attack	dwug_en				4.0	4.0					4.0	2
1632	news_1966_725841.txt-34-33	nf_2001_746295.txt-103-27	attack	dwug_en	3.0		4.0							3.5	2
1633	news_1966_725841.txt-34-33	nf_2001_746877.txt-82-18	attack	dwug_en		2.0		3.0			2.0			2.0	3
1634	news_1967_726451.txt-39-2	news_1998_626765.txt-4-8	attack	dwug_en					4.0	4.0				4.0	2
1635	news_1967_726451.txt-39-2	nf_1832_758144.txt-1353-3	attack	dwug_en	4.0	3.0								3.5	2
1637	news_1967_726451.txt-39-2	nf_1977_773747.txt-57-27	attack	dwug_en	4.0	4.0	2.0							4.0	3
1638	news_1967_726451.txt-39-2	nf_2004_775819.txt-7-21	attack	dwug_en		4.0	4.0							4.0	2
1639	news_1968_727226.txt-22-9	news_1991_612479.txt-40-20	attack	dwug_en	3.0		4.0	2.0						3.0	3
1640	news_1968_727226.txt-22-9	news_1994_606745.txt-26-26	attack	dwug_en		3.0		3.0						3.0	2
1642	news_1971_729575.txt-35-24	nf_1849_762578.txt-1803-0	afternoon	dwug_en	4.0	4.0	4.0							4.0	3
1644	news_1977_733365.txt-24-10	news_1991_612479.txt-40-20	attack	dwug_en	3.0			3.0						3.0	2
1653	news_1984_670941.txt-14-43	news_1997_611600.txt-65-2	attack	dwug_en				4.0				3.0		3.5	2
1654	news_1986_670444.txt-28-17	news_1991_612479.txt-40-20	attack	dwug_en	3.0		3.0							3.0	2
1656	news_1987_669591.txt-19-7	news_1994_606745.txt-26-26	attack	dwug_en	4.0	3.0	4.0							4.0	3
1657	news_1987_670531.txt-11-7	news_1991_612479.txt-40-20	attack	dwug_en		3.0		3.0						3.0	2
1659	news_1989_669714.txt-32-21	news_1991_612479.txt-40-20	attack	dwug_en		3.0	2.0				3.0			3.0	3
1661	news_1991_612479.txt-40-20	news_2001_661977.txt-17-13	attack	dwug_en	3.0	4.0								3.5	2
1663	news_1991_612479.txt-40-20	nf_1836_747718.txt-1726-17	attack	dwug_en		3.0		3.0						3.0	2
1664	news_1991_612479.txt-40-20	nf_1836_747779.txt-1982-14	attack	dwug_en		3.0	3.0							3.0	2
1667	news_1991_612479.txt-40-20	nf_1845_748321.txt-2041-23	attack	dwug_en	3.0			3.0						3.0	2
1668	news_1991_612479.txt-40-20	nf_1847_754437.txt-1509-47	attack	dwug_en	3.0		4.0	3.0						3.0	3
1669	news_1991_612479.txt-40-20	nf_1962_773607.txt-311-2	attack	dwug_en	3.0			3.0						3.0	2
1671	news_1991_612479.txt-40-20	nf_1966_773935.txt-336-23	attack	dwug_en	3.0	3.0	4.0							3.0	3
1673	news_1991_612479.txt-40-20	nf_1977_773747.txt-57-27	attack	dwug_en		3.0	3.0							3.0	2
1675	news_1991_612479.txt-40-20	nf_1994_773891.txt-987-21	attack	dwug_en	3.0			4.0						3.5	2
1676	news_1991_612479.txt-40-20	nf_2001_746877.txt-82-18	attack	dwug_en	3.0		3.0							3.0	2
1679	news_1994_606745.txt-26-26	nf_1821_749178.txt-186-12	attack	dwug_en	4.0	3.0	3.0	4.0						3.5	4
1680	news_1994_606745.txt-26-26	nf_1841_762742.txt-1051-5	attack	dwug_en			4.0	4.0						4.0	2
1683	news_1998_626765.txt-4-8	news_2001_661977.txt-17-13	attack	dwug_en	3.0		4.0	3.0						3.0	3
1684	news_1998_626765.txt-4-8	news_2001_661984.txt-79-12	attack	dwug_en	4.0		4.0							4.0	2
1686	news_2001_661977.txt-17-13	news_2004_640221.txt-13-20	attack	dwug_en				3.0			2.0	4.0		3.0	3
1703	nf_1844_749098.txt-536-37	nf_2001_746295.txt-103-27	attack	dwug_en								4.0	4.0	4.0	2
1706	nf_1849_749269.txt-111-33	nf_1857_753133.txt-1759-5	afternoon	dwug_en	4.0		4.0							4.0	2
1707	nf_1849_749269.txt-547-35	nf_2006_776561.txt-30-8	afternoon	dwug_en	4.0		4.0	4.0						4.0	3
1708	nf_1849_762578.txt-1803-0	nf_1851_771607.txt-2494-73	afternoon	dwug_en	4.0		4.0							4.0	2
1709	nf_1857_753133.txt-1759-5	nf_1970_774329.txt-642-27	afternoon	dwug_en	4.0	3.0								3.5	2
